,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,The threeballot voting system,['RL Rivest'],2006,NA,"The principles of ThreeBallot are simple and easy to understand.  voter or a ThreeBallot  voter, so that anyone may check that the bulletin board contains the correct number of ballots.",['6qE0tdAAAAAJ'],137
1,Publication,"Three voting protocols: ThreeBallot, VAV, and Twin","['RL Rivest', 'WD Smith']",2007,USENIX/ACCURATE Electronic Voting …,"Floating Receipts are well-tuned to the security requirements of ThreeBallot-like schemes,  and we examine protocols for achieving them. Our final voting system, Twin, is based almost","['6qE0tdAAAAAJ', '']",196
2,Publication,A three-ballot-based secure electronic voting system,"['AO Santin', 'RG Costa', 'CA Maziero']",2008,IEEE Security & Privacy,"Our fully computerized architecture adopts the three-ballot scheme from a paper-based  voting system proposed in other work.That scheme uses three equal ballots for each vote, with","['t1Bmc7oAAAAJ', '', 'uwOXXv93HFcC']",66
3,Publication,Bisimulations for verifying strategic abilities with an application to threeballot,"['F Belardinelli', 'R Condurache', 'C Dima']",2017,Proceedings of the …,"a simplified version of the Three Ballot protocol [39], allow  three-ballot voting protocol  and formalize it as a game structure. In particular, we provide two abstractions of the three-ballot","['Mr35r1EAAAAJ', 'KIELWUkAAAAJ', '5vEwhHEAAAAJ']",21
4,Publication,Bisimulations for verifying strategic abilities with an application to the ThreeBallot voting protocol,"['F Belardinelli', 'R Condurache', 'C Dima']",2021,Information and …,"study based on the ThreeBallot voting protocol. We formalize ThreeBallot as a game structure,   Finally, we revise the implementation of our ThreeBallot models, and present entirely new","['Mr35r1EAAAAJ', 'KIELWUkAAAAJ', '5vEwhHEAAAAJ']",5
5,Publication,"Verifiability, privacy, and coercion-resistance: New insights from a case study","['R Küsters', 'T Truderung', 'A Vogt']",2011,2011 IEEE Symposium on …,"Also, we show that the original variants of ThreeBallot and VAV provide a better level of   we will see, the VAV voting scheme suffers from the same kind of attack the ThreeBallot protocol","['', 'iURSr44AAAAJ', '']",99
6,Publication,Short ballot assumption and threeballot voting protocol,"['J Cichoń', 'M Kutyłowski', 'B Wȩglorz']",2008,… on Current Trends in Theory and …,We analyze the Threeballot voting system proposed recently by R. Rivest. We investigate  the relation between the number of the candidates in a race and effectiveness of Strauss’ attack,"['FaXHwDEAAAAJ', '', '']",17
7,Publication,How to defeat Rivest's ThreeBallot voting system,['AW Appel'],2006,"Manuskrypt, pazdziernik","ThreeBallot voting is subject to many usability problems, which are probably more  of  three-ballot voting do not coincide exactly with those of conventional ballot-counting, so three-ballot",['wC_ntLYAAAAJ'],21
8,Publication,ThreeBallot in the Field,"['H Jones', 'J Juang', 'G Belote']",2006,Term paper for MIT course,a computer-aided implementation of ThreeBallot. Any successful voting system must   ThreeBallot. We found that about 10% of voters didn’t understand ThreeBallot well enough to check,"['', '', '']",11
9,Publication,The effectiveness of receipt-based attacks on threeballot,"['K Henry', 'DR Stinson', 'J Sui']",2009,IEEE Transactions on Information …,We believe this is a natural starting point for analyzing the ThreeBallot system. Assuming  the voter’s receipt choice is random is also a natural assumption; the original ThreeBallot,"['', 'kFbFJqIAAAAJ', '']",28
10,Publication,When Common Wisdom Is Neither Common nor Wisdom: Exploring Voters' Limited Use of Endorsements on Three Ballot Measures,"['CM Burnett', 'MD McCubbins']",2012,Minn. L. Rev.,"three ballot measures yields fifteen tests regarding the effectiveness of endorsements. Of the  fifteen tests of our hypotheses, we find  effective, we often find the endorsement to be highly","['Ww4B90QAAAAJ', 'LGjfbaYAAAAJ']",19
