,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Mr. fusion: A programmable data fusion middleware subsystem with a tunable statistical profiling service,"['A Franz', 'R Mista', 'D Bakken', 'C Dyreson']",2002,Proceedings …,"The output ballot contains values from input ballots, but the parameters are chosen as “best”  from each parameter and thus the output ballot may not be one of the input ballots. 4. The","['', '', 'Cpunkv0AAAAJ', '318GQ54AAAAJ']",13
1,Publication,IEEE 1220: for practical systems engineering,['T Doran'],2006,Computer,"stages of systems definition and subsystem definition, and the  with refining system, subsystem,  and component levels in the  Although a “fast-track” ballot of IEEE Std 1220-2005 is cur",[''],37
2,Publication,ylssm,['DREP COUNTER'],2001,NA,The Election Preparation Subsystem used for Ballot Deﬁnition and Layout activities  operates in a central environment separate from the AVTS-R6 precinct hardware. Note that this,[''],0
3,Publication,Evaluating the suitability of EML 4.0 for the Norwegian Electoral System: A prototype approach,['PSM Aas'],2005,NA,different subsystems of a computerized electoral information system. EML is defined by   Since votes are the central issue for this subsystem the concept of a ballot has to be clarified,[''],0
4,Publication,Progress developing standards for system and subsystem interfaces in rail passenger vehicles,['TJ McGean'],1997,Proceedings of the 1997 IEEE/ASME Joint …,"According to IEEE rules, 75% of balloting group members must return their ballots, and 75%  of the ballots not abstaining must approve the standard. If these numbers are attained, then",[''],0
5,Publication,Election 2000,['F Caplan'],2002,Quality Engineering,"ballots were reviewed visually to verify or invalidate the machine decision; in still others,  rejected ballots or all ballots  For each one, I identified several of the elements such a subsystem",[''],0
6,Publication,Schrödinger's Ballot: Quantum Information and the Violation of Arrow's Impossibility Theorem,"['X Sun', 'F He', 'M Sopek', 'M Guo']",2021,Entropy,We use Tr ≠ i ( ρ ) to denote the quantum ballot obtained by applying partial trace on ρ to  trace out  operator of the subsystem A. The partial trace over A can be defined in a similar way.,"['wyN2Iz8AAAAJ', '', '28vLxO0AAAAJ', '']",1
7,Publication,Unpacking the intensity of policy conflict: a study of Colorado's oil and gas subsystem,"['T Heikkila', 'CM Weible']",2017,Policy Sciences,"In early 2016, several citizen initiatives were proposed for the November ballot in Colorado,   However, none of the initiatives gained enough signatures to reach the ballot. In early 2017,","['FhsdbekAAAAJ', 'G4PXGZwAAAAJ']",34
8,Publication,"Democracy and political parties: On the uneasy relationships between participation, competition and representation","['G Rahat', 'RY Hazan', 'RS Katz']",2008,Party politics,"ballots. In a membership  in a subsystem (a city) defined by geography and location in a  ‘vertical hierarchy’ of governments, we have looked at subsystems (political parties) defined by","['t2RF6OMAAAAJ', 'opnDi6UAAAAJ', 'i3S9u8QAAAAJ']",205
9,Publication,Part of the Narrative: Generic News Frames in the US Recreational Marijuana Policy Subsystem,"['KC Brekken', 'VM Fenley']",2021,Politics & Policy,"This article examines generic news frames used to report on ballot initiatives legalizing  US  recreational marijuana legalization policy subsystem, setting helped explain reporters' use of","['', 'xF9W2gkAAAAJ']",0
