,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Social cohesion,['NE Friedkin'],2004,Annu. Rev. Sociol.,"Investigators interested in developing a general theory of social cohesion are confronted  with a complex body of work that involves various definitions of social cohesion, specialized",['uPCKsFEAAAAJ'],998
1,Publication,Reconsidering social cohesion: Developing a definition and analytical framework for empirical research,"['J Chan', 'HP To', 'E Chan']",2006,Social indicators research,", social cohesion is a term in need of a clearer and more rigorous definition. This article provides  a critical review of the ways social cohesion  or effects of social cohesion. This motivates","['0F5sy-kAAAAJ', '', '']",859
2,Publication,"Social cohesion, institutions, and growth","['W Easterly', 'J Ritzen', 'M Woolcock']",2006,Center for Global …,"We show that social cohesion  “social cohesion” as defined here differ from those of social  capital in other ways. For example, while there is a growing literature emphasizing that social","['SNtE_MsAAAAJ', '', '2Zrq3q4AAAAJ']",868
3,Publication,The essentials of social cohesion: A literature review,"['D Schiefer', 'J Van der Noll']",2017,Social Indicators Research,"of social cohesion that the majority of social cohesion approaches agree on: social relations,   Three other, often incorporated, components of social cohesion—(in)equality, quality of life,","['NTBZBfoAAAAJ', 'EUhkSeIAAAAJ']",264
4,Publication,Defining and measuring social cohesion,['J Jenson'],2010,NA,examine social policy  social indicators because of the complementary social and economic  policies they have implemented. THEMATIC PAPER-SOCIAL COHESION Social cohesion is,['JnOlUmkAAAAJ'],268
5,Publication,"Social cohesion, social capital, and health","['I Kawachi', 'L Berkman']",2000,Social epidemiology,"’s original focus on social integration, or social cohesion, remains as relevant as  social  cohesion (and its related concept, social capital) and health. SOCIAL COHESION AND SOCIAL","['2mSm8Q4AAAAJ', '']",2392
6,Publication,"Social cohesion, social capital and the neighbourhood","['R Forrest', 'A Kearns']",2001,Urban studies,relations and particularly the deployment of the notion of social capital in urban policy  a  new crisis of social cohesion and summarise the key dimensions of social cohesion. We then,"['PxbgTQMAAAAJ', '']",2416
7,Publication,Social support and social cohesion,"['SA Stansfeld', 'M Marmot']",2006,Social determinants of …,"Social support and the physical environment Apart from the macro-social environment  encapsulated by social cohesion,  built environment can also influence social support and, hence,","['', 'V7AleF4AAAAJ']",591
8,Publication,The social cohesion of liberal democracy,['M Mann'],1970,American sociological review,"and social cohesion. There are in fact four main objections to the statement that shared  values integrate and legitimate social structures. ( 1 ) Most general values, norms and social",['L71dAm4AAAAJ'],801
9,Publication,"Place identification, social cohesion, and enviornmental sustainability","['D Uzzell', 'E Pol', 'D Badenas']",2002,Environment and behavior,"of social cohesion, residential satisfaction, and place identification are examined for their  effect on place-related social  selected on the basis of their social histories, housing types, and","['0RPFL8IAAAAJ', 'lLp3MCsAAAAJ', '']",709
