,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,On the use of ZIP codes and ZIP code tabulation areas (ZCTAs) for the spatial analysis of epidemiological data,"['TH Grubesic', 'TC Matisziw']",2006,International journal of health geographics,This article is published under license to BioMed Central Ltd. This is an Open Access  article distributed under the terms of the Creative Commons Attribution License (http://,"['KtmNuMcAAAAJ', 'DuaJYAoAAAAJ']",252
1,Publication,"Digital tabulation of stratigraphic data from oil and gas wells in the Santa Maria Basin and surrounding areas, central California coast","['DS Sweetkind', 'ME Tennyson']",2010,US Geological Survey …,Stratigraphic information from 694 oil and gas exploration wells from the onshore Santa  Maria basin and surrounding areas are herein compiled in digital form from reports that were,"['FXalrlwAAAAJ', '']",4
2,Publication,Analysis and Development of Tabulation System Two Based on Central Facilities Protocol.,['B Fadhliy'],NA,NA,"security level is the Two Central Facilities Protocol. This protocol has two facilities, one of it  is the Central Tabulating Facilities (CTF). CTF is the central tabulation of electoral votes which",[''],0
3,Publication,The Tabulation of Tenses in a Bantu Language1,"['JC Sharman', 'AE Meeussen']",1956,Africa,"Also there is in Central Bemba a tense sign -Cf-, occurring only with the defective verb -LI and   (The present tabulation is for by far the most important dialect, and only for that dialect.) In","['', '']",50
4,Publication,"Digital tabulation of stratigraphic data from oil and gas wells in Cuyama Valley and surrounding areas, central California","['DS Sweetkind', 'SC Bova', 'VE Langenheim']",2013,NA,"Stratigraphic information from 391 oil and gas exploration wells from Cuyama Valley,  California, and surrounding areas are herein compiled in digital form from reports that were","['FXalrlwAAAAJ', '', '']",1
5,Publication,Assessment of on-the-fly chemistry reduction and tabulation approaches for the simulation of moderate or intense low-oxygen dilution combustion,"['Z Li', 'MT Lewandowski', 'F Contino', 'A Parente']",2018,Energy & fuels,"and tabulation, ie, tabulated dynamic adaptive chemistry (TDAC). The central processing unit  ( Furthermore, the contribution of tabulation is more important with small mechanisms, while","['k-O0q5MAAAAJ', '', 'iqzHgWcAAAAJ', 'jP4eB7YAAAAJ']",14
6,Publication,A New Tabulation of the Voigt Profile.,"['J Tudor Davies', 'JM Vaughan']",1963,The Astrophysical Journal,a tabulation of the values of x (the abscissa) for conveniently chosen fractions ~`/~P~ is more  convenient than a tabulation of  the central ordinate as a fraction of the half-value width. The,"['', '']",431
7,Publication,"An Interrelation between Increase and Decrease of Rural Population and Family A Study of Tabulation Records by Religious Sects, Nishimata Village, in Central …",['K Uchida'],1941,THE GEOGRAPHY,"徳 川 時 代 農 村 に 於 け る 戸 口 増 減 の 相 關 々 係 Page 1 13 徳 川 時 代 農 村 に 於 け る 戸  口 増 減 の 相 關 々 係   遠 州 周 知 郡 西 俣 村   内 田 寛 一 は し が き 本 篇 は , 昭 和",[''],0
8,Publication,A Research about Increase and Decrease of Rural Population in the Tokugawa Era A Study of Tabulation Records by Religious Sects at Nishimata Village in Central …,['K Uchida'],1941,THE GEOGRAPHY,徳 川 時 代 農 村 に お け る 人 口 増 減 の 一 面 Page 1 82 徳 川 時 代 農 村 に お け る 人 口 増  減 の 一 面 - 遠 州 周 知 郡 西 俣 村 - 内 田 寛 一 は し が き 遠 州 周 知 郡 西 俣 村 ( 今 の 静 岡,[''],0
9,Publication,"Locating the victim: An overview of census-taking, tabulation technology, and persecution in Nazi Germany","['DM Luebke', 'S Milton']",1994,IEEE Annals of the History of Computing,"The SRA almost surely did not preserve and update central punched-card files on specific  victim groups: Instead, the cards appear to have been destroyed after each census tabulation","['', '']",71
