,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
10,Publication,Board of Registration for Geologists and Geophysicists,['G Pulskamp'],1992,California Regulatory Law Reporter,Board may issue a certificate of registration as a geologist or geophysicist without a written  examination to any person holding an equivalent registration  rules established by the Board.,[''],0
11,Publication,Board of Registration for Geologists and Geophysicists,"[""E D'Angelo""]",1994,California Regulatory Law Reporter,Board may issue a certificate of registration as a geologist or geophysicist without a written  examination to any person holding an equivalent registration  rules established by the Board.,[''],0
12,Publication,Towards A New Generation of Car Navigation System-Data Fusion Technology in Solving On-board Camera Registration Problem,"['Z Hu', 'K Uchimura', 'F Lamosa']",NA,Computer Science Department …,"We still restrict our aim at the registration problem for on-road navigation applications. The  fusion approach is based on our PMM (parameterized model matching) algorithm, in which","['', '', '']",1
13,Publication,Board of Registration for Geologists and Geophysicists,['JD Fellmeth'],1995,California Regulatory Law Reporter,Board may issue a certificate of registration as a geologist or geophysicist without a written  examination to any person holding an equivalent registration  rules established by the Board.,[''],0
14,Publication,Board of Registration for Geologists and Geophysicists,['R Gutzle'],1991,California Regulatory Law Reporter,"geologist registration from  registration as a specialty geologist is found by the Board to  lack the qualifications required for admission to the examination for such registration, the Board",[''],0
15,Publication,A smart contract for boardroom voting with maximum voter privacy,"['P McCorry', 'SF Shahandashti', 'F Hao']",2017,International conference on financial …,"election setting in which the voters are responsible for coordinating the communication  amongst themselves. Thus, we also  The Open Vote Network [17] is a board-room scale voting","['', 'CZTajNQAAAAJ', 'RHaZFqcAAAAJ']",409
16,Publication,BVOT: Self-tallying boardroom voting with oblivious transfer,"['F Javani', 'AT Sherman']",2020,arXiv preprint arXiv:2010.02421,"voter, also present in the room. We address an electronic version of boardroom elections in  which a small number of voters  -tallying boardroom voting protocol with perfect ballot secrecy","['yYO7Ho8AAAAJ', 'ZzWjYkEAAAAJ']",2
17,Publication,Does regulatory reform of cumulative voting promote a more balanced power distribution in the boardroom?,"['Y Chen', 'J Du']",2020,Journal of Corporate Finance,"to elect one representative onto the board room. As no substantial shareholder is related to  the largest shareholder, non-controlling substantial shareholders face much less pressure to","['', '']",4
18,Publication,Visual Secrets: A recognition-based security primitive and its use for boardroom voting,"['E Blanchard', 'L Digitrust', 'S Bouchard', 'T Selker']",NA,NA,center of a low-tech visually verifiable boardroom voting system. Visual secrets rely on the   of visual secrets in the form of a low-tech voting system appropriate for boardroom elections.,"['', '', '', '4n5ZBd0AAAAJ']",0
19,Publication,Corporate boards as assets for operating in the new Europe: The value of process-oriented boardroom dynamics,"['M Huse', 'A Minichilli', 'M Schøning']",2008,The Value Creating Board,"from among their ranks in a union vote. The remaining 10 board  The CEO was always  present at meetings, but without voting  by exploring a process-oriented boardroom culture.","['A3uYtIQAAAAJ', 'uJ5z8DgAAAAJ', '']",137
20,Publication,BBB-Voting: 1-out-of-𝑘 Blockchain-Based Boardroom Voting,"['S Venugopalan', 'I Homoliak', 'Z Li', 'P Szalachowski']",NA,NA,"Voting, a blockchain-based boardroom voting system that enables a 1-outof-𝑘 voting [29],  where each participant is allowed to vote  greater than the boardroom voting. We have made a","['', '5PQo5gQAAAAJ', '_Jtom6EAAAAJ', 'kbU4kW8AAAAJ']",0
21,Publication,From male locker room to co-ed board room: A twenty-five year perspective,['CC Selby'],2000,Women on corporate boards of directors,the boardroom must support such integrity and diversity of view.  Since the overriding  responsibility of a director is to vote on  It certainly made me a more informed voter and citizen. I,[''],95
22,Publication,"Twenty-Five Years After Takeover Bids in the Target's Boardroom: Old Battles, New Attacks and the Continuing War",['M Lipton'],2004,Bus. Law,"tone and focus of the boardroom toward independence and  the votes actually cast, without  regard to the ""withhold"" votes.  shareholders, to change the election process from plurality to",[''],40
23,Publication,Bebchuk's Case for Increasing Shareholder Power: An Opposition,"['TN Mirvis', 'PK Rowe', 'W Savitt']",2007,Harvard Law and Economics …,it also rests on an inaccurate account of boardroom behavior empirical experience inside  the board room have known all  voting record dates in order to influence corporate elections (,"['', '', '']",23
24,Publication,Boardroom voting scheme with unconditionally secret ballots based on DC-Net,"['LH Li', 'CQ Huang', 'SF Fu']",2012,… Conference on Network and System Security,"relationships between ballots and voters in small-scale election settings. For this reason,  we designed a boardroom voting scheme with Unconditional Perfect Ballot Secrecy by using","['', 'M1auq-UAAAAJ', '']",1
25,Publication,Revolution in the board room,['DG Ball'],1994,. John's L. Rev.,"beneficiaries of the plans;11 (2) that the ability to vote proxies is a plan asset;12 and (3) that   not vote, or voted without paying close attention to the implications of thenvote concerning",[''],2
26,Publication,The many myths of Lucian Bebchuk,"['M Lipton', 'W Savitt']",2007,Virginia Law Review,"lessons of observed boardroom behavior, Bebchuk advocates  in world markets.""); see  also Bengt Holmstrom, Pay without  Indeed, the ""borrowed vote"" and ""empty voting"" practices","['', '']",163
27,Publication,Mandating Gender Diversity in the Corporate Boardroom: The Inevitable Failure of California's SB 826.,['J Grundfest'],2018,Rock Center for Corporate Governance at Stanford …,use our proxy voting power to effect change — voting against the  extend this recommendation  to vote against other nominating  The dearth of women in the board room mirrors a larger,[''],16
28,Publication,A mobile application for boardroom voting,['P von Bergen'],2014,NA,"of e-voting scheme, namely boardroom voting. In boardroom voting, a small number of  participants vote at  Boardroom voting could be achieved with a centralized protocol. However, the",[''],3
29,Publication,Revolution in the Board Room?,['DG Ball'],2012,St. John's Law Review,"of the plans;1' (2) that the ability to vote proxies is a plan asset;12 and (3) that it would be a   not vote, or voted without paying close attention to the implications of their vote concerning",[''],0
