,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,A Mixed Ballot Bag.,['C Freeman'],2008,Library Journal,"According to the results of LJ's latest annual referenda survey, covering measures held  between December 1, 2006, and November 30, 2007, voters approved both operating and",[''],1
1,Publication,The early history of the ballot in England,['C Gross'],1898,The American Historical Review,"Each elector then received two colored balls, one of which he ""' privately "" placed in a box  and the other in a bag.3 The employment of the ballot for the election of public officers is first",[''],20
2,Publication,"Outcomes of neonates with perinatal asphyxia at a tertiary academic hospital in Johannesburg, South Africa","['N Padayachee', 'DE Ballot']",2013,South African Journal of Child Health,"Signi cant predictors of survival were place of birth (p=0.006), mode of delivery (p=0.007) and  bag-mask ventilation at birth (p=0.040). Duration of hospital stay (p=0.000) was signi cantly","['', 'EnlHepQAAAAJ']",62
3,Publication,15-day Close Card 49,"['A Ballot', 'AV Booth', 'A Voter', 'AV List', 'A Officer', 'A Table']",NA,stylus,"Last 7 Days Ballot 46, 82 Liability Incident Report 54, 64  Observers 38, 53 Official  Ballot Inpection Seal 7 Official Ballots 7, 62 Official Ballots Box 61, 62 Overflow VBM Bag 65","['', '', '', '', '', '']",0
4,Publication,The single transferable voting system: Functional decomposition in formal specification,['MR Poppleton'],1997,Proceedings of the 1st Irish Workshop on Formal …,"The only differences are that there is no constraint on the transferring candidates’ ballot bag  value, and that ballot transfer is at full weight. An elegant abstraction of the two functions has",['-s1G9h4AAAAJ'],6
5,Publication,"Few Reasons Why It Is Not Wise to Give the Ballot to Women, A",['MW Saxe'],1895,Green Bag,"In Brookline, Mass., the only disturbance at the polls since the Australian ballot system   they have the ballot. This statement can be best answered by the question : If the ballot will raise",[''],0
6,Publication,Boardroom voting: Verifiable voting with ballot privacy using low-tech cryptography in a single room,"['E Blanchard', 'T Selker', 'AT Sherman']",2020,arXiv preprint arXiv:2007.14916,"They take a stamp from a bag, look at it to learn the pattern, stamp their ballot in the desired  area, and cast the ballot into a ballot box. Throughout the entire voting process, the voter","['15yRg00AAAAJ', '4n5ZBd0AAAAJ', 'ZzWjYkEAAAAJ']",3
7,Publication,November ballot offers mixed bag,['D Burda'],1986,Hospitals,November ballot offers mixed bag November ballot offers mixed bag,[''],0
8,Publication,Face recognition using hidden Markov models,['JSS Ballot'],2005,NA,"This thesis relates to the design, implementation and evaluation of statistical face recognition  techniques. In particular, the use of Hidden Markov Models in various forms is investigated",[''],6
9,Publication,Ballot box infidelity: the political failure of environmentalism?,['S Gates'],2008,NA,This study seeks to discover why public opinion on such environmental issues as the logging  of old growth forests and the proposed pulp mill in Tasmania is not reflected in voting,[''],0
10,Publication,A mixed bag of messages from those ballot propositions,['E Brazil'],NA,NA,,[''],4
11,Publication,"California bag ban: voters to weigh industry's fate at the ballot box, 11 October 2011",['J Calefati'],NA,NA,,[''],2
12,Publication,Correlation of sensory and instrumental measures of bread texture,"['PL Brady', 'SM Mayer']",1985,Cereal chemistry,"Samples were evaluated using the procedures described on the ballot. When the evaluation  was completed, a bag with discs of the second type of bread and a second ballot were","['', '']",70
13,Publication,Congenital syphilis as a notifiable disease,"['DE Ballot', 'AD Rothberg']",1993,South African Medical Journal,A review of the notification of congenital syphilis at Johannesburg Hospital from 1 May 1991  to 30 April 1992 was conducted to evaluate the effect of the recently introduced notification,"['EnlHepQAAAAJ', '']",9
14,Publication,Reconduct of ballot for TAFE Teachers Association Secretary,['J Diamond'],2014,Education,", Locked Bag 3009, Darlinghurst 1300, fax (02) 9217 2486 or email june@nswtf.org.au   If a ballot is required, voting in the ballot will close on Thursday April 10 at noon. The result",[''],0
15,Publication,On the causes and consequences of ballot order effects,"['M Meredith', 'Y Salant']",2013,Political Behavior,"To estimate the effect of ballot order on representation, we use the quasi-random assignment  of candidates to ballot positions in California city council and school board elections. After","['DLqTwcsAAAAJ', 'wgH7YN4AAAAJ']",146
16,Publication,The case for shareholder access to the ballot,['LA Bebchuk'],2003,The Business Lawyer,"to include in their proxy materials candidates for the board nominated by shareholders.  Providing such shareholder access to the corporate ballot, I argue, would improve corporate",['mZrY5zQAAAAJ'],306
17,Publication,Ballot Casting Assurance.,"['B Adida', 'CA Neff']",2006,EVT,Individual voters can verify that their encrypted ballot is correctly posted on the bulletin  board. All observers can check that only eligible voters cast a ballot and watch the tallying,"['Jz7PpH8AAAAJ', '']",100
18,Publication,Strengthening the Public Company Board of Directors: Limited Shareholder Access to the Corporate Ballot vs. Required Majority Board Independence,['SW Ashby'],2005,U. Ill. L. Rev.,"Despite the clarity of the shareholder message, Eisner was reelected to the Disney board.3   the corporate ballot—""[t]he key for a director's reelection.""4 Nonetheless, the Disney board",[''],22
19,Publication,How nonpartisan ballot design conceals partisanship: A survey experiment of school board members in two states,['E Crawford'],2018,Political Research Quarterly,I define a school board election to be partisan if candidates are listed on the ballot with their  party  I refer to this distinction as the “ballot context” in which a school board member serves.,[''],11
20,Publication,Fifty shades of ballot privacy: Privacy against a malicious board,"['V Cortier', 'J Lallemand']",2020,2020 IEEE 33rd Computer …,We propose a framework for the analysis of electronic voting schemes in the presence of  malicious bulletin boards. We identify a spectrum of notions where the adversary is allowed to,"['R4nPTYgAAAAJ', '']",5
21,Publication,School Boards and Education Production: Evidence from Randomized Ballot Order,"['Y Shi', 'JD Singleton']",2021,American Economic Journal: Economic …,"For each school board we create indicators for a top-of-the-ballot educator in an election  that occurred from one up to five years prior. Likewise, we create variables summarizing the","['fGoth_kAAAAJ', 'qBna4roAAAAJ']",1
22,Publication,Sample Ballot,"['DJ Trump', 'JR KASICH', 'BEN CARSON']",2016,CITY,"or wish to change your ballot choices, you may obtain and complete a new ballot. You have   ballot upon return of the original ballot. (6) After completing your ballot, insert it into the ballot","['', '', '']",11
23,Publication,Multi-authority secret-ballot elections with linear work,"['R Cramer', 'M Franklin', 'B Schoenmakers']",1996,… Conference on the Theory …,"a ballot as an encryption of the desired vote, and posts the ballot to the bulletin board. At this   The proof of validity shows to any interested party that a ballot actually represents a vote, eg","['', 'D6ptFeMAAAAJ', 'DDLmxCsAAAAJ']",507
24,Publication,Same-sex marriage ballot measures and the 2004 presidential election,"['DA Smith', 'M DeSantis', 'J Kassel']",2006,State and Local …,"on the ballot, and the Ohio Ballot Board unanimously approved the measure’s title and  two-sentence ballot summary. Issue 1 would amend Section 11 of Article XV of the state","['Z8Ni8X0AAAAJ', '', '']",123
25,Publication,Ballot secrecy and ballot independence coincide,"['B Smyth', 'D Bernhard']",2013,European Symposium on Research in Computer …,"– The bulletin board algorithm BB takes a bulletin board bb and ballot b as input, where bb  is a multiset. It outputs bb∪{b} if successful (ie, b is added to bb) or bb to denote failure (ie, b","['eGdZckcAAAAJ', '']",36
26,Publication,A three-ballot-based secure electronic voting system,"['AO Santin', 'RG Costa', 'CA Maziero']",2008,IEEE Security & Privacy,"bulletin board receives vote totals for each candidate from the electronic ballot box. Once  counting starts, partial bulletins are automatically sent to the election bulletin board database.","['t1Bmc7oAAAAJ', '', 'uwOXXv93HFcC']",66
27,Publication,Self-tallying elections and perfect ballot secrecy,"['A Kiayias', 'M Yung']",2002,International Workshop on Public Key Cryptography,"as follows: the bulletin board authority participates in the pre-voting stage acting as one of  the voters, say voter i0. The bulletin board authority does not cast a ballot; instead when the","['P_L_vZAAAAAJ', 'ScL8iFQAAAAJ']",219
28,Publication,Agricultural issues on the ballot: a case study of the 2009 Ohio issue 2 campaign,"['H Thompson', 'E Rhoades-Buck']",2013,Journal of Applied Communications,"Once the Ballot Board has certified the petition, the petitioners may begin to collect signatures  for the initiated constitutional amendment (Ohio Constitution: Article II, Section 1g). The","['', 'ctKuIm8AAAAJ']",1
29,Publication,On necessary and sufficient conditions for private ballot submission,"['D Bernhard', 'O Pereira', 'B Warinschi']",2012,Cryptology ePrint Archive,"When A makes his parallel decryption query, we post all his ciphertexts to the board using  ballot queries and ask for the election to be tallied, giving us the plaintexts which we return to A","['', 'qRtfawUAAAAJ', 'kS0oatgAAAAJ']",33
