,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,The liberal paradox: a generalisation,['D Kelsey'],1985,Social Choice and Welfare,A largely unsolved problem in economics is what criteria should an economic policy satisfy   the Pareto principle replaced by non-imposition. Since non-imposition is a strictly weaker,['s0pGhtUAAAAJ'],27
1,Publication,On the inconsistency of a weak version of the libertarian principle,['R Gekker'],1985,Economics Letters,"even with the weak non-imposition  criterion as Pareto principle. However, if we  strengthen the decisive power of groups, this may lead to a conflict even with the weak non-imposition",[''],4
2,Publication,Fourth Problem: How to Honour Unanimous Preferences,['H Nurmi'],1987,Comparing Voting Systems,its incompatibility with either non-imposition or monotonicity as we  criterion is conceptually  distinct from their performance with respect to the monotonicity and non-imposition criteria.,[''],0
3,Publication,On the Arrow and Wilson impossibility theorems,"['DE Campbell', 'JS Kelly']",2003,Social Choice and Welfare,criterion if for all x and y in X we have x 1 y whenever x 1i y for all i A N. The social welfare  function f on P satisfies non-imposition if  f has the following strict non-imposition property: For,"['', '']",7
4,Publication,Second price auctions on general preference domains: two characterizations,['T Sakai'],2008,Economic Theory,"It turns out that the extended second price mechanisms are the only rules satisfying efficiency,  strategy-proofness, and a mild non-imposition property. Their definition is simple just as",['YJpkx8kAAAAJ'],61
5,Publication,Strategy-proof voting rules over multi-issue domains with restricted preferences,"['L Xia', 'V Conitzer']",2010,International Workshop on Internet and Network …,"-proof voting rules satisfying non-imposition for a very natural  , then a voting rule satisfying  non-imposition is strategy-proof if  -proofness is a very strong criterion, which corresponds to","['C19mgCgAAAAJ', 'juRk4lQAAAAJ']",28
6,Publication,Strategy-proofness and social choice functions without singlevaluedness,['JS Kelly'],1977,Econometrica: Journal of the Econometric Society,"We accept this, but it does not constitute a defense of the singlevaluedness criterion.  While  The second interesting route is the addition of new conditions unrelated to non-imposition,",[''],203
7,Publication,ON THE MATHEMATICS OF RANKING UNIVERSITIES AND SCIENTIFIC PRODUCTS,['A Marcus'],2009,NA,"a rational choice based on several criteria; and most naturally in  criteria with three or  more discrete options to choose from. These criteria are called unrestricted domain, non-imposition,",['YhgDlKQAAAAJ'],0
8,Publication,Current developments in the theory of social choice,['KJ Arrow'],1977,Social Research,some fundamental formal criteria for rationality in preferences  might be remarked that  Non-Imposition and Positive Response  and Non-Imposition are replaced by the Pareto principle.,[''],82
9,Publication,Social Ranking of Allocations with and without Coalition Formation,['DE Campbell'],1996,Collective Decision-Making: Social Choice and …,"There do exist non-dictatorial social decision functions that satisfy the Pareto criterion,  Arrow's  Arrow's independence axiom and non-imposition, then u satisfies strict non-imposition.",[''],1
10,Publication,Nonmanipulable selections from a tournament,"['A Altman', 'AD Procaccia']",2010,Dagstuhl Seminar …,"Non-imposition is a strictly weaker notion of fairness: the rule must be onto the set of  We  therefore relax our fairness criterion by requiring non-imposition. Even then, we establish that","['', '8ZpV-lkAAAAJ']",19
11,Publication,The Desirable Mechanism for Review of the Governmental Regulation by the Islamic Jurists of the Guardian Council through the Administrative Justice …,['K Parvin'],2018,Quarterly Journal of Public Law …,,[''],0
