,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Perceived trustworthiness within the organization: The moderating impact of communication frequency on trustor and trustee effects,"['M Becerra', 'AK Gupta']",2003,Organization science,"This paper investigates the antecedents of intraorganizational trust and, more specifically,  how the frequency of communication between trustor and trustee moderates the impact of","['rYF8vEEAAAAJ', 'vtK5Tg8AAAAJ']",527
1,Publication,Trustee motivation and board effectiveness,"['BE Taylor', 'RP Chait', 'TP Holland']",1991,Nonprofit and Voluntary …,This article describes the relationship between governing boards' effective ness in private  colleges and the specie factors that motivate trustees to join and serve on boards. Far more,"['', '', '']",84
2,Publication,Pension fund trustee competence: decision making in problems relevant to investment practice,"['GL Clark', 'E Caerlewy-Smith']",2006,Journal of Pension …,"In this paper, we report the results of an analysis of trustee competence in solving problems   of trustee competence in decision making; second, to demonstrate the range of trustee","['', '']",124
3,Publication,"Trustee courts and the judicialization of international regimes: The politics of majoritarian activism in the European convention on human rights, the European union …","['A Stone Sweet', 'TL Brunell']",2013,Journal of Law and Courts,"The article focuses on judicial politics in three international regimes. The courts of these  regimes are trustee courts, operating in an environment of judicial supremacy with respect to","['gBRCkiwAAAAJ', 'KKpLYxAAAAAJ']",131
4,Publication,Reconciling Fiduciary Duty and Social Conscience: The Law and Economics of ESG Investing by a Trustee,"['MM Schanzenbach', 'RH Sitkoff']",2020,Stan. L. Rev.,"Under the"" sole interest rule"" of trust fiduciary law, a trustee must consider only the interests  of the beneficiary. Accordingly, a trustee's use of ESG factors, if motivated by the trustee's","['_WvA17EAAAAJ', 'mQSgAGEAAAAJ']",128
5,Publication,"Diagnosing the locus of trust: A temporal perspective for trustor, trustee, and dyadic influences on perceived trustworthiness.","['SL Jones', 'PP Shah']",2016,Journal of Applied Psychology,"), the trustee (the party being trusted), and the trustor-trustee dyad.  decreases over time  while trustee and dyadic influences  , but over time the trustee becomes the dominant locus for","['_8Zxi04AAAAJ', '2cHl-WYAAAAJ']",131
6,Publication,"Governmental structure, trustee selection, and public university prices and spending: Multiple means to similar ends",['RC Lowry'],2001,American Journal of Political Science,"Scholars have devoted much attention in recent years to the possible effects of institutions  on policy implementation, but empirical tests are limited to relatively simple contexts. I",['JHcqNMgAAAAJ'],214
7,Publication,Trustee-based Tracing Extensions to Anonymous Cash and the Making of Anonymous Change.,"['EF Brickell', 'P Gemmell', 'DW Kravitz']",1995,SODA,"an electronic trustee in which both the government and the user may feel con dent in placing  their faith. We discuss the trustee in terms of electronic cash, but a similar trustee could be","['', '', '']",235
8,Publication,Playing the board game: An empirical analysis of university trustee and corporate board interlocks,"['B Pusser', 'S Slaughter', 'SL Thomas']",2006,The Journal of Higher …,"This study focuses on trustee interlocks, the pattern of multiple board memberships held by  individual trustees at the nation's top public and private research universities. We argue that","['eK-dW40AAAAJ', 'TZBSQ18AAAAJ', 'o9OvvJEAAAAJ']",135
9,Publication,Board effectiveness: Identifying and measuring trustee competencies,"['TP Holland', 'RP Chait', 'BE Taylor']",1989,Research in Higher Education,"Despite the limitations of the method attempted for trustee self-assessments, this study offers  several important contributions to knowledge about institutional boards. First, the multiple","['', '', '']",107
