,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Exercise for solid organ transplant candidates and recipients: a joint position statement of the Canadian Society of Transplantation and CAN-RESTORE,"['T Janaudis-Ferreira', 'S Mathur', 'R Deliva']",2019,…,of exercise training in SOT candidates. We also reviewed  may have included transplant  candidates). Information from  transplant candidates and in pediatric transplant candidates,"['_05nes4AAAAJ', '', '']",30
1,Publication,Recommendations for the diagnosis and treatment of latent and active tuberculosis in inflammatory joint diseases candidates for therapy with tumor necrosis factor …,"['JE Fonseca', 'H Lucas', 'H Canhão', 'R Duarte']",2008,Revista Portuguesa de …,joint diseases (IJD) that are candidates to therapy with tumour necrosis factor alpha (TNFα)  antagonists. In order to reduce the risk of tuberculosis (TB) reactivation and the incidence of,"['', '', 'z9EJKSMAAAAJ', '']",40
2,Publication,Many diabetic total joint arthroplasty candidates are unable to achieve a preoperative hemoglobin A1c goal of 7% or less,"['NJ Giori', 'LS Ellerbe', 'T Bowe', 'S Gupta', 'AHS Harris']",2014,JBJS,"total joint arthroplasty 6 . At our institution, we have evaluated the HbA1c values of all diabetic  total joint arthroplasty candidates  was to proceed with total joint replacement only after the","['', '', '', '', 'C4SDHn4AAAAJ']",60
3,Publication,Perioperative orthopedic surgical home: optimizing total joint arthroplasty candidates and preventing readmission,"['KY Kim', 'AA Anoushiravani', 'KK Chen', 'R Li']",2019,The Journal of …,the value of care TJA candidates receive. A standardized multidisciplinary approach to  the medical optimization of high-risk TJA candidates may improve patient engagement and,"['', 'l-ij4EgAAAAJ', '', '']",28
4,Publication,Joint Analysis of Multicolor Photometry: A New Approach to Constrain the Nature of Multiple-star Systems Hosting Exoplanet Candidates,"['K Miyakawa', 'T Hirano', 'B Sato', 'A Fukui']",2021,The Astronomical …,"of transiting planet candidates by multicolor  candidates, the technique allows us to constrain  the properties of resolved/unresolved companions, and prioritize the planet candidates for","['', '', '', '']",2
5,Publication,Identifying appropriate candidates for ambulatory outpatient shoulder arthroplasty: validation of a patient selection algorithm,"['MN Fournier', 'TJ Brolin', 'FM Azar', 'R Stephens']",2019,Journal of shoulder and …,"joint candidates remains challenging. We propose an algorithm for selecting outpatient  TSA candidates, with validation by a cohort of patients from an ambulatory surgery center (ASC).","['', '', '', '']",51
6,Publication,Joint modeling of liver transplant candidates outperforms the model for end‐stage liver disease: The effect of disease development over time on patient outcome,"['BFJ Goudsmit', 'AE Braat', 'ME Tushuizen']",2021,American Journal of …,Joint modelling of liver transplant candidates outperforms the model for endâ•’stage liver  disease: The effect of disease d Page 1 This article has been accepted for publication and,"['ELUmF7YAAAAJ', 'OnYAoGIAAAAJ', '']",1
7,Publication,"SOPHIE velocimetry of Kepler transit candidates-XIV. A joint photometric, spectroscopic, and dynamical analysis of the Kepler-117 system","['G Bruno', 'JM Almenara', 'SCC Barros']",2015,Astronomy & …,"As part of our follow-up campaign of Kepler planets, we observed Kepler-117 with the  SOPHIE spectrograph at the Observatoire de Haute-Provence. This F8-type star hosts two","['', '', '']",24
8,Publication,Impact of Value-Based Reimbursement on Health-Care Disparities for Total Joint Arthroplasty Candidates,"['L Grobaty', 'C Lajam', 'L Hutzler']",2020,JBJS reviews,"As the US Centers for Medicare & Medicaid Services (CMS) implements value-based  reimbursement models based on predetermined outcome measures, access to total joint","['', '', '']",3
9,Publication,"European patch test results with audit allergens as candidates for inclusion in the European Baseline Series, 2019/20: Joint results of the ESSCAA and the EBSB working …","['W Uter', 'SM Wilkinson', 'O Aerts', 'A Bauer']",2022,Contact …,"Since then, the European baseline series working group of the European Society of Contact  Dermatitis (ESCD) evaluated a group of 11 allergens (haptens) as possible candidates to","['', 'YXrNAKIAAAAJ', 'FsWgObwAAAAJ', '']",0
