,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Voting with rank dependent scoring rules,"['J Goldsmith', 'J Lang', 'N Mattei', 'P Perny']",2014,Twenty-Eighth AAAI Conference …,Casting these functions as voting rules lets us study these aggregation procedures with  tools and techniques we use to study voting rules in social choice. Rank dependent functions,"['3bhoIywAAAAJ', 'cNgZXNcAAAAJ', 'bUAYDkIAAAAJ', 'tMw0zvcAAAAJ']",47
1,Publication,The voting analytic hierarchy process method for selecting supplier,"['FHF Liu', 'HL Hai']",2005,International journal of production economics,"sum of the selection number of rank vote, after determining the weights in a selected rank.  This  It provides a simpler method than AHP that is called voting analytic hierarchy process, but","['', '']",811
2,Publication,Voting techniques for expert search,"['C Macdonald', 'I Ounis']",2008,Knowledge and information systems,"C3 >rank C1 >rank C2. By using appropriate vote aggregation techniques (voting techniques)  In the remainder of this paper, we introduce twelve voting techniques which are inspired by","['IBjMKHQAAAAJ', 'rKQMXOEAAAAJ']",92
3,Publication,"Guest editors' introduction: Comparing local elections and voting in Europe: lower rank, different kind… or missing link?","['A Gendźwiłł', 'K Steyvers']",2021,Local Government Studies,"Although elections and voting are central in much political science research, our knowledge  and understanding of their local patterns and dynamics is surprisingly fragmented and","['qpQS9MIAAAAJ', '']",6
4,Publication,Rank Choice Voting and the 2013 Minneapolis Elections,"['L Jacobs', 'J Miller']",2014,NA,"Rank Choice Voting leaves open voting gap that favors white voters and the affluent. In  particular, our statistical analyses of voting  use all three opportunities to rank their most preferred","['Ma7kwV8AAAAJ', 'ELrQQmoAAAAJ']",2
5,Publication,A mathematical solution for the probability of the paradox of voting,"['RG Niemi', 'HF Weisberg']",1968,Behavioral Science,"of voting occurs when individual rank orders of three or more alternatives lead to an intransitive  social ordering. This means, for example, that with a majority decision rule for voting  rank","['', '9X7mR5YAAAAJ']",236
6,Publication,Writing the rules to rank the candidates: Examining the impact of instant-runoff voting on racial group turnout in San Francisco mayoral elections,['JA Mcdaniel'],2016,Journal of Urban Affairs,"costs of voting by asking voters to engage in a more cognitively demanding task of rank-  If IRV/RCV makes voting more costly, then turnout should decrease among those with lower",[''],22
7,Publication,"Demographic disparities using ranked-choice voting? Ranking difficulty, under-voting, and the 2020 Democratic primary",['JA Coll'],2021,Politics and Governance,"Liberal respondents are also less likely to rank voting as somewhat or very hard, and only  slight differences were uncovered in ranking somewhat easy or neither. Using ordinary least",['5vnOt1QAAAAJ'],5
8,Publication,A uniform intelligent prioritisation for solving diverse and big data generated from multiple chronic diseases patients based on hybrid decision-making and voting …,"['KI Mohammed', 'J Jaafar', 'AA Zaidan', 'OS Albahri']",2020,IEEE …,"This study includes the voting approach for specifying the optimum DM rank based on the   final rank results of patients, which are calculated based on the Borda voting approach, within","['1Yb26G8AAAAJ', 'vihkEFcAAAAJ', '7bxUwVAAAAAJ', 'B3cPum0AAAAJ']",32
9,Publication,A note on “A solution method to the problem proposed by Wang in voting systems”,"['FH Lotfi', 'R Fallahnejad']",2011,Applied Mathematical Sciences,that theirs method cannot be capable in ranking voting systems in all cases.  rank. Therefore  the key point is the determination of the weights associated with different places. In a voting,"['gc_qn8gAAAAJ', 'lRZ7s6oAAAAJ']",9
10,Publication,Low-rank approximations for predicting voting behaviour,"['A Porco', 'A Kaltenbrunner', 'V Gómez']",2015,Workshop on Networks in the Social …,"We consider the task of predicting behaviour in voting networks, where nodes correspond to  candidates/voters and edge signs correspond to positive/negative votes. Our approach is","['d2UD9oQAAAAJ', 'e7cIlFAAAAAJ', 'TWuHi7EAAAAJ']",6
11,Publication,The original Borda count and partial voting,['P Emerson'],2013,Social Choice and Welfare,"There may well have been different ballot papers, some of nine candidates and some of ten,  (or maybe some of ten and others of eleven), but those voting were expected to rank all the",[''],219
12,Publication,Robust voting,"['GW Bassett', 'J Persky']",1999,Public Choice,"voters can change the average rank. Still, an  rank, suggests replacing Borda’s average  rank with a more robust estimate. One obvious possibility in this regard is to use the median rank.","['JYm0ShwAAAAJ', 'iTcbmf8AAAAJ']",78
