,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,The effect of dual candidacy on voting decisions,['Y Hizen'],2006,Japanese Journal of Political Science,"(PR) block, and dual candidates can be ranked either  The model shows that dual  candidacy differentiates the  equally ranked dual candidates, which enables dual candidacy",[''],6
1,Publication,"The legislative consequences of Mexico's mixed-member electoral system, 2000–2009",['Y Kerevel'],2010,Electoral Studies,"of candidate selection and restricted use of dual candidacy.  the very limited use of dual  candidacy, unlike many other mixed  to electoral rules that restrict dual candidacy, a controversial",['rX8d6-sAAAAJ'],74
2,Publication,Electoral Influences on Legislative Behavior in Mixed‐Member Systems: Evidence from Ukraine's Verkhovna Rada,['ES Herron'],2002,Legislative Studies Quarterly,"Dual Candidacy–I control for dual candidacy in two ways: In  a dual candidate but as 0  otherwise. In Models 2a and 2b, I employ a more complex operationalization of dual candidacy",['UZaVLvIAAAAJ'],132
3,Publication,"When your name is on the list, it is time to party: the candidacy divide in a mixed-member proportional system",['T Ohmura'],2014,Representation,"There are three possible options for a candidacy strategy; pure list, pure district and dual  candidacy. MPs that run only on a party list are most dependent on the party, as their prospects",['I-ge5K8AAAAJ'],20
4,Publication,MP behavior in mixed-member electoral systems,['MF Stoffel'],2014,Electoral Studies,"Thus, we still lack a theoretical framework that explains how the dual candidacy option   It presents a model that illustrates the effects of dual candidacy and career prospects on MP",['_2L9hAQAAAAJ'],30
5,Publication,Paying to Play: Dual Candidacy Laws and the Potential Costs of Running for Office,['CR Hunt'],NA,NA,"While a number of scholars have reckoned with the rational-choice model of candidacy for  office, a great deal of attention has been focused on the likelihood of winning and the overall “",['FeSk64QAAAAJ'],0
6,Publication,"Legislative Accountability in a Mixed-Member System: Turnover, Dual Candidacy, and'Party-Hopping'in New Zealand",['J Vowles'],2013,"APSA 2013 Annual Meeting Paper, American Political …","The status of list MPs forms a focus of one strand of criticism of the MMP system. In particular,  dual candidacy, where individuals can stand for both electorate and list seats, is a major",['GLdKBaYAAAAJ'],0
7,Publication,Dual candidacy as a source of legislator behaviour. The re-election and the mandate incentive under mixed-member electoral rules,['Z Papp'],2021,Acta Politica,Hungary’s mixed-member electoral system with dual candidacy creates a situation in which  the two types of incentives can be separately observed. If mandate incentives prevail there,[''],0
8,Publication,Japan's new electoral system:: la plus ça change...,"['M McKean', 'E Scheiner']",2000,Electoral Studies,dual candidacy but also allow votes cast in the single member district (SMD) portion of the  race to allocate proportional representation (PR) seats to dual  unusual dual candidacy rule,"['4I8P3o8AAAAJ', 'CIRVFNMAAAAJ']",138
9,Publication,"Frogs, mice and mixed electoral institutions: party discipline in Italy's XIV Chamber of Deputies",['F Ferrara'],2004,The Journal of Legislative Studies,"Moreover, indicators of ‘electoral path’, like relative seat safety and dual candidacy, matter   Moreover, indicators of ‘electoral path’, like relative seat safety and dual candidacy, are found",['1A0ZiBgAAAAJ'],75
10,Publication,Tensions between constituency and regional members of the Scottish parliament under mixed-member proportional representation: A failure of the new politics,['TC Lundberg'],2014,Parliamentary Affairs,MMP with dual candidacy (where candidates are able to stand in both single-member   Labour's failure to participate extensively in dual candidacy—which is the practice of most other,['VwznykQAAAAJ'],16
11,Publication,Candidacy rules and party unity: The impact of multiple candidacies on legislative voting behaviour in Italy,['L Pinto'],2017,Acta Politica,"of dual candidacy, which is frequently adopted in mixed-member systems (Shugart and  Wattenberg, 2003). Footnote 3 Dual candidacy  In fact, dual candidates can obtain their seat both",['GRMKrTUAAAAJ'],4
12,Publication,Public attitudes to dual candidacy in elections to the National Assembly for Wales,['AB House'],2006,NA,• We found slightly more of the total number of respondents said that dual candidacy was  unfair compared with those who felt candidates should be free to stand in both.  This last,[''],0
13,Publication,"중복입후보제 (Dual Candidacy) 도입의 정치학: 독일, 뉴질랜드, 일본의 사례를 중심으로",['이현출'],2012,국가전략,"이 논문은 그동안 학문적으로 깊이 논의되지 못한 중복입후보제를 독일, 뉴질랜드, 일본의 사례 를 비교 분석하며, 그 도입배경, 의도된 목표와 정치적 효과, 실제 운용상의 차이 등을 분석하였다",[''],2
