,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Experimental investigation of the use of PCM in an open display cabinet for energy management purposes,"['', 'L Fournaison', 'O Pateau', 'B Ballot-Miguet']",2019,Energy Conversion and …,Display cabinets are widely used in supermarkets and represent an important part of their  energy consumption. Adding PCM to a refrigerated display cabinet  of the display cabinet with,"['', '', '', '']",26
1,Publication,The unconsidered ballot: How design effects voting behavior,['SK Roth'],1994,Visible Language,Such ambiguity could be avoided by reorganizing the display of informa- tion on this  section of the ballot based on a consideration of principles of visual perception and effective,['-0iEDTUAAAAJ'],17
2,Publication,Modeling and experimental investigation for load temperature prediction at transient conditions of open refrigerated display cabinet using Modelica environment,"['', 'HM Hoang', 'O Pateau', 'B Ballot-Miguet']",2018,International Journal of …,The display cabinet studied in the present study is an integral vertical open display  cabinet (2000 mm height;1300 mm length; 900 mm width) equipped with 5 shelves: shelf 1 (bottom),"['', '', '', '']",14
3,Publication,"First come, first served: The effect of ballot position on electoral success in open ballot PR elections",['G Lutz'],2010,Representation,"effect of the ballot position on electoral success of candidates in an open ballot proportional   existence and the magnitude of ballot position effects in open ballot PR elections, and such",['hDY98NEAAAAJ'],143
4,Publication,Disenfranchised by design: voting systems and the election process,['SK Roth'],1998,Information Design Journal,"votes by means of a ballot display provided with mechanical or  records voting data and  ballot images in internal memory  possible voting positions under the ballot, and votes are record",['-0iEDTUAAAAJ'],85
5,Publication,Analysis of phase change material integration in retail display cabinets for energy management,"['', 'L Fournaison', 'O Pateau', 'B Ballot-Miguet']",2021,Applied Thermal …,"display cabinet without PCM, with similar ventilation. However, the PCM addition has also  modified the airflow and thermal behaviour inside the display  front of the display cabinet, and","['', '', '', '']",0
6,Publication,Blind signatures for untraceable payments,['D Chaum'],1983,Advances in cryptology,"identifying aspect of their ballot, such as the fiber pattern of the paper, they can check that  their ballot is on display. But since the trustee never actually saw the ballot slips while signing",[''],5050
7,Publication,When does ballot language influence voter choices? Evidence from a survey experiment,"['CM Burnett', 'V Kogan']",2015,Political Communication,Our results suggest that the extent to which ballot text matters depends on the vibrancy of   alternative ballot titles and summaries changes the level of voter support for two different ballot,"['Ww4B90QAAAAJ', 'FTBmX5cAAAAJ']",35
8,Publication,Electronic voting machine—a review,"['DA Kumar', 'TUS Begum']",2012,International Conference on Pattern …,A DRE voting machine in Fig.1 records votes by means of a ballot display provided with  mechanical or electro-optical components that can be activated by the voter (typically buttons or,"['', '']",56
9,Publication,Practical high certainty intent verification for encrypted votes,['CA Neff'],2004,NA,"ballot integrity includes temporal information that is only available at the time the ballot is   , and writing is done via a keyboard, and/or mouse, and/or touch-screen display. The form of",[''],99
10,Publication,"Ballot structure, list flexibility and policy representation","['T Däubler', 'S Hix']",2018,Journal of European Public Policy,We then illustrate how the type of ballot used in an election can influence individual  ballot  types can influence individual policy representation. Previous research has shown that ballot,"['EKO4W2oAAAAJ', '_kFiXxEAAAAJ']",17
11,Publication,Ballot paper design: evidence from an experimental study at the 2009 local elections,"['T Reidy', 'F Buckley']",2015,Irish Political Studies,The research discussed in this article underscores the fact that ballot position effects exist  and they are especially prominent under certain types of electoral systems and types of ballot,"['4ZJN2dIAAAAJ', 'UA6TNpcAAAAJ']",9
12,Publication,Ballot structure and satisfaction with democracy,"['A Bosch', 'L Orriols']",2014,"Journal of Elections, Public Opinion & Parties",open lists or preferential ballots should display a higher level of  using personalized ballots  should display a higher level of  using ordered lists should display an intermediate level of,"['dERwSHoAAAAJ', 'tT0fHTcAAAAJ']",29
