,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,What is a 'good'democracy?,['L Morlino'],2004,Democratization,"of democratic quality and good democracy. In the first section definitions of democracy and  quality  is present in various models of good democracy, the numerous and related problems",['PfbXMyoAAAAJ'],298
1,Publication,What is a “good” democracy? Theory and empirical analysis,['L Morlino'],2002,"… , Nations State, and the Quality of Democracy …","Some difference emerges immediately, however, in the definition of good democracy I  propose here, and in the subsequently divergent approach in presenting and justifying the",['PfbXMyoAAAAJ'],41
2,Publication,Pretty good democracy,"['PYA Ryan', 'V Teague']",2009,International Workshop on Security Protocols,Code voting seeks to address the issues of privacy and integrity for Remote Internet Voting.  It sidesteps many of the inherent vulnerabilities of the Internet and client platforms but it does,"['k2Uy_t4AAAAJ', '3CVS_xYAAAAJ']",119
3,Publication,Designing web technologies for local governance reform: Good management or good democracy?,"['J Musso', 'C Weare', 'M Hale']",2000,Political Communication,"In the remainder of this section, we discuss briefly the “good management” and “good  democracy” models of reform and then elucidate what each model would imply about technology","['El5PR4gAAAAJ', '', '']",428
4,Publication,Is democracy good for the poor?,['M Ross'],2006,American Journal of Political Science,"of democracy and the poor have been flawed by a surprising form of selection bias: most  cross-national studies omit from their samples nondemocratic states with good  , democracy has",['YjnagkEAAAAJ'],912
5,Publication,Is democracy good for the environment?,['M Winslow'],2005,Journal of Environmental Planning and Management,"This paper focuses specifically on the level of democracy in a country at the national level.  In particular, it considers the proposition that higher levels of democracy in a nation are",[''],109
6,Publication,Democracy and good governance: Nigerias dilemma,['IS Ogundiya'],2010,African journal of political science and …,This paper examines the nexus of democracy and good governance. It  democracy has not  engendered good governance in Nigeria. It is argued that democracy cannot engender good,['fbe0dugAAAAJ'],204
7,Publication,Is democracy good for health?,['J Safaei'],2006,International Journal of Health Services,"which both direct and indirect effects of democracy on health are conjectured. The previous   through which democracy influences health. Second, this study uses democracy data from",[''],78
8,Publication,The quality of democracy: An overview,"['L Diamond', 'L Morlino']",2004,Journal of democracy,"The definitions above imply that a good democracy accords its citizens ample freedom,  political equality, and control over public policies and policy makers through the legitimate and","['VPgc_xUAAAAJ', 'PfbXMyoAAAAJ']",1115
9,Publication,"Good education in an age of measurement: Ethics, politics, democracy",['GJJ Biesta'],2015,NA,"we should indeed understand democracy as a particular social  democracy and  democratization, one in which democracy is  Conceiving of democracy and democratization in this",['auiOrHcAAAAJ'],2121
10,Publication,Map-making and analysis of the main international initiatives on developing indicators on democracy and good governance,"['T Landman', 'J Häusermann']",2003,"Unpublished manuscript, University of …","or written texts on democracy, human rights and good governance. These originate from   as seminal efforts to measure democracy, human rights, and good governance. Of all of the","['eK7k3pQAAAAJ', '']",170
11,Publication,International co-operation for democracy and good governance: moving towards a second generation?,['C Santiso'],2001,The European Journal of Development Research,"of the promotion of democracy and the strengthening of good governance as both an   democracy assistance achieved? What works, what doesn't and why? After a decade of democracy",[''],174
12,Publication,Lawyers and the Public Good: Democracy in Action?,['A Paterson'],2011,NA,"In the lecture series I grappled with how to determine the public good – the best interests  of the public2 – in relation to three key institutions in a democracy: lawyers, access to justice",[''],46
