,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Return code schemes for electronic voting systems,"['S Khazaei', 'D Wikström']",2017,International Joint Conference on Electronic …,We describe several return code schemes for secure vote submission in electronic voting  systems. We consider a unified treatment where a return code is generated as a multiparty,"['Lmav-VUAAAAJ', '1BuplDUAAAAJ']",7
1,Publication,Media gateway control protocol (MGCP) return code usage,"['B Foster', 'C Sivachelvan']",2003,NA,Call Agent that receives a return code behaves appropriately and  helps gateway  developers choose an appropriate return code when a  are pooled and not available at,"['', '']",6
2,Publication,RFC3661: Media Gateway Control Protocol (MGCP) Return Code Usage,"['B Foster', 'C Sivachelvan']",2003,NA,"return codes in MGCP 1.0 [1] in terms of  return code and ""categories"" to which the return  code belongs. The purpose is to provide developers additional guidelines for return code use.","['', '']",1
3,Publication,The Federal Criminal Code: Return of Overfederalization,"[""JR O'Sullivan""]",2014,Harv. JL & Pub. Pol'y,"vast and undisciplined codeotherwise might exploit.  code"" even if prosecutors are not  enforcing it. Aside from the peculiarity of having prosecutors create essentially a code within a code",[''],27
4,Publication,Return to Slumville: a critique of the Ackerman analysis of housing code enforcement and the poor,['NK Komesar'],1972,Yale LJ,"a rate of return on his investment which substantially exceeds the return available when the   their residential properties up to code, their rate of return would still exceed that available for",[''],121
5,Publication,DROP: Detecting return-oriented programming malicious code,"['P Chen', 'H Xiao', 'X Shen', 'X Yin', 'B Mao', 'L Xie']",2009,International Conference on …,"code is in the different shape from original code. The original code contains instructions,  whereas ROP malicious code is  code, we find the feature of ROP malicious code as follows:","['fhKFGecAAAAJ', '', '', '', 'tOSwzI0AAAAJ', '']",274
6,Publication,Smashing the gadgets: Hindering return-oriented programming using in-place code randomization,"['V Pappas', 'M Polychronakis']",2012,2012 IEEE Symposium …,rely on heavyweight runtime instrumentation or code emulation frameworks. Starting with the   a novel code randomization method that can harden thirdparty applications against return-,"['KwTXg60AAAAJ', 'JBPcwIEAAAAJ']",434
7,Publication,Return-oriented rootkits: Bypassing kernel code integrity protection mechanisms,"['R Hund', 'T Holz', 'FC Freiling']",2009,USENIX security symposium,"a non-return oriented source. For instance, in the typical case of an exploit and subsequent  execution of return-oriented code, we might wish to return to the vulnerable code to allow for","['01PHOUkAAAAJ', 'tv2HR38AAAAJ', 'tL5yFPUAAAAJ']",355
8,Publication,A multicast interface for Unix 4.3,['L Hughes'],1988,Software: Practice and Experience,"returns the absolute value of the Filter’s return value to the receiving process in the Returncode.  In addition to the possible Returncode values supplied by the Filter, the receive primitive",[''],46
9,Publication,Cast-as-intended mechanism with return codes based on PETs,"['A Brelle', 'T Truderung']",2017,International Joint Conference on Electronic Voting,"As an additional contribution of this paper, we demonstrate an attack on a return code  scheme recently proposed in [10, 11] which was planned to be used in the context of the Geneva","['', 'iURSr44AAAAJ']",9
10,Publication,Isomeron: Code Randomization Resilient to (Just-In-Time) Return-Oriented Programming.,"['L Davi', 'C Liebchen', 'AR Sadeghi', 'KZ Snow']",2015,…,any return-oriented programming payload as our leaked code pages  return instructions  to our execution diversifier which we explain subsequently. Our framework allows to use code,"['uOOrOgMAAAAJ', 'ojmCYb0AAAAJ', 'w6EHLZAAAAAJ', '']",216
11,Publication,Internet voting and individual verifiability: the Norwegian return codes,"['J Barrat', 'M Chevalier', 'B Goldsmith', 'D Jandura']",2012,… on Electronic Voting …,"As we have seen above, the voter will always know whether the return code is a  return  code actually represents the vote that will be tallied. They will never know whether a return code","['kEBVhw4hASoC', '', '', '']",13
12,Publication,Dynamic code instrumentation to detect and recover from return address corruption,"['S Gupta', 'P Pratap', 'H Saran', 'S Arun-Kumar']",2006,Proceedings of the 2006 …,return address corruption on the stack using dynamic code instrumentation. The detection is  done at run-time and it does not depend on the availability of source code  of return address,"['ZEYFFtkAAAAJ', '', '', '']",38
