,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Dealing with illiteracy,['H Osborne'],1998,Psychiatric Services,"Dealing With Illiteracy | Psychiatric Services  Dealing With Illiteracy  While I agree that it is  important for all clinicians to recognize illiteracy, I take issue with the suggestions for change.",[''],2
1,Publication,The import of illiteracy to marketing communication,['LJ Harrison‐Walker'],1995,Journal of Consumer Marketing,"Research identifies nearly 73 million adult Americans asilliterate. Analysis of social, economic   However, the current“illiteracy crisis” argues that we reform our thinking ticonsider how",[''],31
2,Publication,FINANCIAL ILLITERACY: THE STRESS FACTOR,"['J Benton', 'MC Shurden']",2007,… Conference. Academy of …,"The savings rate for Americans is lower than it has been in 73 years. Another startling statistic  indicates that the average credit card debt per household is $9,312 (Wallechinsky, 2006).","['', '']",0
3,Publication,The Higher Illiteracy,['T Ball'],2016,Academic Questions,"of illiteracy that I call the “higher illiteracy.” I’ll begin by defining the higher illiteracy and  diagnosing several of its sources and some of its consequences, followed by two cautionary tales",[''],1
4,Publication,Illiteracy in the Colleges,['TDA Cockerell'],1925,Science,"34, 73) and a paper of theirs in the same Archives (1902, 38, 143) gives the results of  their use of the method in study-ing the distribution and deposition of calcium in epiphysial",['5qvdHjQAAAAJ'],0
5,Publication,βραδέως γράφων: Between Literacy and Illiteracy,['HC Youtie'],1971,"Greek, Roman, and Byzantine Studies","Didyme wrote nothing in her own hand, as if she were ayp&fLfLaToc and had not learned  how to write.73 Nine years later she issued a receipt to another of her tenants. It is not here",[''],62
6,Publication,"Sir Charles Jeffries, Illiteracy: a World Problem (Book Review)",['J Shingler'],1971,International Journal of Comparative Sociology,"the dimensions of world illiteracy, discusses its causes,  and variety of assaults upon  illiteracy undertaken by private  and argues that contemporary illiteracy is the central obstacle",[''],0
7,Publication,"… , and Arthur Woodward,"" Scientific Illiteracy in Elementary Science Textbook Programmes,"" Journal of Curriculum Studies, 19 (January-March, 1986), 73 …","['DL Elliott', 'KC Nagel', 'A Woodward']",1986,NA,"Elliott, David L., Kathleen Carter Nagel, and Arthur Woodward, ""Scientific Illiteracy in  Elementary Science Textbook Programmes,"" Journal of Curriculum Studies, 19(January-March","['', '', '']",0
8,Publication,"High prevalence of vitamin D deficiency among women of child-bearing age in Lahore Pakistan, associating with lack of sun exposure and illiteracy","['K Junaid', 'A Rehman', 'DA Jolliffe', 'K Wood']",2015,BMC women's …,"Of 215 participants, 156 (73 %) were vitamin D deficient (serum 25[OH]D <50 nmol/L). Risk  of vitamin D deficiency was independently associated with illiteracy (adjusted OR 4.0, 95 %","['v8saz7sAAAAJ', '125aY8cAAAAJ', 'CfQ9-IAAAAAJ', '']",40
9,Publication,"South Sudan Illiteracy Reduces to 73%, Minister Says",['WS Wudu'],NA,NA,,[''],3
