,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Large-scale election based on blockchain,"['B Wang', 'J Sun', 'Y He', 'D Pang', 'N Lu']",2018,Procedia Computer Science,"key sk, output the counting result r and the corresponding publicity proof result TAB2, and  return the election  Any verifiercan verify who generates the ring signature by the public key of","['', '', '', '', '']",101
1,Publication,Quantum Election Protocol Based on Quantum Public Key Cryptosystem,"['W Gao', 'L Yang']",2021,Security and Communication Networks,"quantum digital signature and quantum public key encryption,  quantum and classic digital  signature is that several of the six  signature key and the verification key generated by the key","['', '']",1
2,Publication,Practical multi-candidate election system,"['O Baudron', 'PA Fouque', 'D Pointcheval', 'J Stern']",2001,Proceedings of the …,"-p election where one candidate is chosen among p others. In the initialization process, each  authority, at any level generates its public key  ~v is the signature public key of the authority","['', 'wW2eXngAAAAJ', 'GzBaxPMAAAAJ', '']",409
3,Publication,Election verifiability for helios under weaker trust assumptions,"['V Cortier', 'D Galindo', 'S Glondu']",2014,European Symposium on …,in the future: once the public key of the election will be broken (say in  signature key by typing  it. We used a trick that consists in sending only the random seed used for generating the key,"['R4nPTYgAAAAJ', '1ApKnFgAAAAJ', 'eLrtIDMAAAAJ']",126
4,Publication,"Towards a practical, secure, and very large scale online election","['J Karro', 'J Wang']",1999,Proceedings 15th Annual Computer Security …,The voter then signs the encrypted version of the desired vote using his/her signature key  s  traditional election is only as strong as that of the people running it. We will use a public-key,"['', 'SdGhcVcAAAAJ']",69
5,Publication,Secure E-voting with blind signature,"['S Ibrahim', 'M Kamat', 'M Salleh']",2003,4th National Conference …,"the election process. In this system, voter’s privacy is guaranteed by using a blind signature  for confidentiality and voter’s digital signature  The voter’s private key for digital signature is","['Vsg376gAAAAJ', '', 'kURA4vsAAAAJ']",84
6,Publication,A secure and optimally efficient multi‐authority election scheme,"['R Cramer', 'R Gennaro']",1997,European transactions on …,"Key generation As part of the set-up procedure of the election scheme, the authorities will  execute a key  The result of the key generation protocol is that each authority Aj will possess a","['', 'YAZHNDUAAAAJ']",1246
7,Publication,The role of the election commission in electronic voting,"['A Prosser', 'R Krimmer', 'R Kofler']",2005,Proceedings of the 38th …,In this paper the control possibilities of an Election Commission in an Electronic Voting   which verifies the voter’s credentials by resolving the public signature key of the voter. If the,"['', 'RiUC4u0AAAAJ', 'M7QbpqQAAAAJ']",5
8,Publication,TPM meets DRE: Reducing the trust base for electronic voting using trusted platform modules,"['RA Fink', 'AT Sherman', 'R Carback']",2009,IEEE Transactions on …,for election systems that secures data with private signature  signature key called the  Platform Vote Ballot (PVB) signature  key to the software state of the DRE allowing the election,"['vnCWjsYAAAAJ', 'ZzWjYkEAAAAJ', 'MMmq2jUAAAAJ']",44
9,Publication,The New South Wales iVote system: Security failures and verification flaws in a live online election,"['JA Halderman', 'V Teague']",2015,International conference on e-voting and …,"as a signature oracle to  key, encrypted once each with the Election and Verification  Servers’ ElGamal public keys, plus the vote choices encrypted with AES using the symmetric key.","['h6yXnyEAAAAJ', '3CVS_xYAAAAJ']",117
