,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Inhibition of human platelet aggregation by S-nitrosothiols. Heme-dependent activation of soluble guanylate cyclase and stimulation of cyclic GMP accumulation.,"['', 'LJ Ignarro', 'CB Myers', 'EH Ohlstein', 'BA Ballot']",1983,Molecular …,"Recent studies have suggested that cyclic GMP accumulation in platelets mediates the  antiaggregatory effects of certain nitrogen oxide-containing agents such as sodium nitroprusside,","['', '', '', 'GCc-s-IAAAAJ', '']",234
1,Publication,Recruitment and activation of type 3 innate lymphoid cells promote antitumor immune responses,"['', 'M Geindreau', 'A Perrichet', 'C Truntzer', 'E Ballot']",2022,Nature …,"Tumors poorly infiltrated by T cells are more resistant to immunogenic chemotherapies and  checkpoint inhibition than highly infiltrated tumors. Using murine models, we found that CCR6","['', '', '', '', '']",2
2,Publication,Guanylate cyclase from bovine lung. Evidence that enzyme activation by phenylhydrazine is mediated by iron-phenyl hemoprotein complexes.,"['LJ Ignarro', 'KS Wood', 'B Ballot', 'MS Wolin']",1984,Journal of Biological Chemistry,"for enzyme activation. Thus, the mechanism of guanylate cyclase activation by phenylhydrazine  differed from that by NO or NaN.?. Guanylate cyclase activation by phenylhydrazine re","['', '', '', '1uBbkfkAAAAJ']",60
3,Publication,Regulation of soluble guanylate cyclase activity by porphyrins and metalloporphyrins.,"['LJ Ignarro', 'B Ballot', 'KS Wood']",1984,Journal of Biological Chemistry,Activation of soluble guanylate cyclase by NO and related  or no activation by nitroso  compounds but full activation is restored  Guanylate cyclase activation by phenylhydrazine is also,"['', '', '']",241
4,Publication,Overcoming chemoresistance of non-small cell lung carcinoma through restoration of an AIF-dependent apoptotic pathway,"['MA Gallego', 'C Ballot', 'J Kluza', 'N Hajji', 'A Martoriati']",2008,Oncogene,"pro-apoptotic factors AIF and Cyt c and the activation of effector caspases (Figure 2). Because   that PM031379 lead to significant Bax activation, as detectable by immunofluorescence","['', '', 'BU7jiOoAAAAJ', '3EAaRykAAAAJ', '']",72
5,Publication,Essential role of mitochondria in apoptosis of cancer cells induced by the marine alkaloid Lamellarin D,"['C Ballot', 'J Kluza', 'A Martoriati', 'U Nyman']",2009,Molecular cancer …,"4A), we observed that lamellarin D led to significant Bax activation in a time- and dose-dependent  manner (Fig. 4B). Lamellarin D induced a time-dependent reduction in the steady-","['', 'BU7jiOoAAAAJ', '', '']",60
6,Publication,NLRP3 controls ATM activation in response to DNA damage,"['', 'L Gerossier', 'B Guey', 'N Goutagny', 'B Bartosch', 'E Ballot']",2021,NA,"bronchial epithelial cells impairs ATM pathway activation as shown by an altered ATM  substrate phosphorylation profile, and due to impaired p53 activation, confers resistance to acute","['', '', '', '', '', '']",1
7,Publication,Evaluation of IGF1R and phosphorylated IGF1R as targets in HER2-positive breast cancer cell lines and tumours,"['', 'K Pedersen', 'MSJ McDermott', 'A Larkin', 'J Ballot']",2012,Breast cancer research …,"the relationship between IGF1R expression and activation and response to trastuzumab in   In conclusion, while neither IGF1R expression nor activation was predictive of response to","['', '', '', '', '']",46
8,Publication,Epollbooks: Ballot Activation With External Network Connectivity,['J Wack'],2007,NA,did not object to allowing epollbooks to activate the ballot while they are connected to external   STS has reconsidered this and now recommends that epollbooks not activate the ballot if,[''],0
9,Publication,A Latino on the ballot: Explaining coethnic voting among Latinos and the response of White Americans,"['CM McConnaughy', 'IK White', 'DL Leal']",2010,The Journal of …,"of a Latino candidate’s presence on the ballot. We do so because we take the presence of a  Latino  Among Latinos, we argue, the result of such activation is increased support for Latino","['oxlpcckAAAAJ', 'wKg0HXUAAAAJ', '4FKT9BEAAAAJ']",189
