,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,The principal agent model and the European Union,"['T Delreux', 'J Adriaensen']",2017,NA,"previously undertheorized and understudied, including joint delegation by two or more  principals, agent selection among multiple existing agents, and partial or non-exclusive","['zTA8AJwAAAAJ', 'wpqUCEwAAAAJ']",38
1,Publication,The principal agent model,['JJ Laffont'],2003,NA,This authoritative collection brings together the essential literature concerning the principal-agent  model when no restrictions on the design of the principalâ€™s contract exist in terms,[''],79
2,Publication,"… equation. Without loss of generality, the payment process is designed so that it is optimal for the agent to choose zero savings. Then, the principalâ€™ s problem can …",['T Nakajima'],2021,NA,"""Principal-Agent Problems with Hidden Savings in Continuous Time: Validity of the First-Order  Approach"" Abstract In this paper, I establish the validity of the first-order approach to the",['yhD83ewAAAAJ'],0
3,Publication,Assessment of High School Principalâ€™ s Transformational Leadership,['NJ Faraz'],2011,Jurnal Siasat Bisnis,"Â The purposes of the study are to analyze:(1) characteristic of strategic partner  and change agent roles, talent management and managers performance,(2) influence of",['r9hVGKcAAAAJ'],1
4,Publication,The Principal: Power and professionalism in FE,"['M Daley', 'K Orr', 'J Petrie']",2017,NA,"This collection examines how power is exercised and experienced in the Further Education  sector. The sequel to 'Further Education and the Twelve Dancing Princesses', this book is","['', 'lTKOfgsAAAAJ', '']",11
5,Publication,The legal characteristics of sports agency institute,['MО Tkalych'],2013,Вісник Запорізького національного університету …,"service one side (sporting agent) is obligated for a reward to carry out on the instructions of  other side (principala) juristic I/ili actual acts from the name and due to principala, directed on",[''],0
6,Publication,Rješavanje problema principal-agent kao čimbenik unapređenja poslovanja INA Grupe,['M Ivanović'],2017,NA,principal – agent u korporativnom upravljanju definiran je odnosom vlasnika kao principala  i  Između principala i agenta postoje suprotstavljeni ciljevi i informacijska asimetrija i oni,[''],0
7,Publication,Peranan Transformational Leadership untuk Mengurangi Konflik dalam Hubungan Keagenan,['NF Asyik'],2006,Jurnal Siasat Bisnis,Makalah ini menggunakan framework principal – agent yang telah menjadi paradigma  yang digunakan secara luas dalam akuntansi dan ekonomi untuk menganalisa isu-isu yang,['DXAN4vIAAAAJ'],3
8,Publication,Trgovačko zastupanje u Jugoslavenskom i inozemnom pravu,['V Medanić'],1989,Ekonomski vjesnik: Review of Contemporary …,"ističe od nos prokuratora i principala, te stjecanje prava po  principala, a treća osoba ne  zna da agent djeluje za drugoga, onda agent sklapa ugo vor u svoje ime, a za račun principala.",[''],0
9,Publication,Analiza agencijskog poslovanja-Lidl Hrvatska,['V Jagunić'],2018,NA,"između principala i agenta, to obično rezultira s dodatnim troškovima poslovanja. Agent je   Pritom, on mora obavijestiti principala o svim okolnostima koje su od značaja za postizanje",[''],0
