,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,A multiple input counting station with central core memory,"['RJ Pecina', 'W Weidemann']",1964,Nuclear Instruments and Methods,"The use of a fast central core-memory,  The number of counting channels N = 16. Each  prescaler consists of a single 1Mc/s decade (ie P = 1) which sets a flip-flop upon overflow","['', '']",3
1,Publication,Overview of implemented electronic voting and counting technologies,['Y Mykhailiuk'],2017,NA,"the polling station, or centrally in the regional or central level. Secondly, the polling station of   them into the respective regional/central counting station where all the ballots are scanned",[''],0
2,Publication,"The impact of unseasonable or extreme weather on traffic activity within Lothian region, Scotland","['Y Al Hassan', 'DJ Barker']",1999,Journal of Transport Geography,"the Central  counting stations considered earlier. It may be seen from Table 2, below, that  annual increase at the Gogar Mount counting station was higher than the twelve other counting","['', '']",176
3,Publication,VersaCount: customizable manual tally software for cell counting,"['CC Kim', 'JL DeRisi']",2010,Source code for biology and medicine,This article is published under license to BioMed Central Ltd. This is an Open Access  article distributed under the terms of the Creative Commons Attribution License (http://,"['MigqhOUAAAAJ', '']",8
4,Publication,An efficient and reproducible method for quantifying macrophages in different experimental models of central nervous system pathology,"['DJ Donnelly', 'JC Gensel', 'DP Ankeny']",2009,Journal of neuroscience …,pathological central nervous system (CNS) by counting cell  profile counting and a  computer-assisted cell counting method  5–35× faster than cell counting and was sensitive enough,"['0O01l3YAAAAJ', '7w4-27MAAAAJ', '']",138
5,Publication,"Phytoplankton, its pigments, and primary production at a central North Sea station in May, July and September 1981","['WWC Gieskes', 'GW Kraay']",1984,Netherlands Journal of Sea Research,of the annual primary production at the central North Sea station that we visited in 1981. The   of the central North Sea gives an annual primary carbon production estimate of 250 gm-2,"['', '']",123
6,Publication,Progress Report of Colorado's Telemetry Traffic Counting System,['JJ Dolan'],1969,NA,TELEMETRY IS BEING USED IN TRAFFIC COUNTING PROGRAMS TO AUTOMATICALLY  POLL THE PERMANENT TRAFFIC COUNTERS ONE STATION AT A TIME AND TO,[''],0
7,Publication,Recent warming by latitude associated with increased length of ragweed pollen season in central North America,"['L Ziska', 'K Knowlton', 'C Rogers']",2011,Proceedings of the …,"Although at present almost all US counting stations associated with this monitoring network  (7) use Burkard Samplers, other volumetric devices (eg, Rotorod Sampler) and gravimetric","['sK9pwroAAAAJ', '', '7W11ISEAAAAJ']",373
8,Publication,"Provenance of Xigaze fore-arc basin clastic rocks (Cretaceous, south Tibet)",['SB Dürr'],1996,Geological Society of America Bulletin,Younger (Cenomanian–Coniacian) deposits from western and central parts of the Xigaze   Each pie diagram represents one counting station; “n” gives the number of pebbles used for,[''],238
9,Publication,Pollen Counting 1969-2016,"['L Bielory', 'J Jones']",2017,Journal of Allergy and Clinical Immunology,associated with changes in weed pollen counts in central Indiana over the past ten years.   CONCLUSIONS: Granularity of pollen counting sites has a direct impact on our ability to use,"['', '']",0
