,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Who votes?,"['RE Wolfinger', 'SJ Rosenstone']",1980,NA,"Elections are at the heart of the American political system, but in 1976 only 54 percent of the  voting age population went to the polls. The question of who votes matters greatly to","['', '']",4447
1,Publication,Who votes now?,"['JE Leighley', 'J Nagler']",2013,Who Votes Now?,"Who votes? And does it matter? These are not new questions in the study of American politics,  but they continue to be important ones, and they motivate what we do in this book. As the","['1XMWY78AAAAJ', 'JI2td6YAAAAJ']",561
2,Publication,Storable votes,['A Casella'],2005,Games and Economic Behavior,"is then taken according to the majority of votes cast. The possibility of shifting votes  intertemporally allows agents to concentrate their votes when preferences are more intense, and",['lrFuCX4AAAAJ'],214
3,Publication,How Russia Votes,"['S White', 'R Rose', 'I McAllister']",1997,NA,"How Russia Votes - Enlighten: Publications  How Russia Votes  (1997) How Russia  Votes. Chatham House Publishers: Chatham, New Jersey. ISBN 9781566430371","['', '', 'NvNmbP4AAAAJ']",558
4,Publication,Why India Votes?,['M Banerjee'],2017,NA,"To the extent that voters are seen as active and thinking, their motivations are explained  either in the narrowly rational terms of self-interest — using votes to seek better roads and",['xmcQ9LsAAAAJ'],161
5,Publication,How to assign votes in a distributed system,"['H Garcia-Molina', 'D Barbara']",1985,Journal of the ACM (JACM),"communication is to assign to each node a number of votes. Only a group with a majority of   get the two votes? Or should we give one node one vote and the rest three votes? Or four,","['bAa___kAAAAJ', 'wtZwMSgAAAAJ']",813
6,Publication,The effect of economic events on votes for president,['RC Fair'],1978,The review of economics and statistics,"Let Vi, be a variable that is equal to one if voter i votes for the Democratic candidate at time  t and to zero if voter i votes for the Republican candidate at time t. The first main postulate of",[''],1293
7,Publication,Uninformed votes: Information effects in presidential elections,['LM Bartels'],1996,American journal of political science,"Recent scholarship has emphasized the potential importance of cues, information shortcuts,  and statistical aggregation processes in allowing relatively uninformed citizens to act,",[''],1891
8,Publication,Pasting small votes for classification in large databases and on-line,['L Breiman'],1999,Machine learning,"Many databases have grown to the point where they cannot fit into the fast memory of even  large memory machines, to say nothing of current workstations. If what we want to do is to",['mXSv_1UAAAAJ'],352
9,Publication,"Ideology, interest group scores, and legislative votes","['JE Jackson', 'JW Kingdon']",1992,American Journal of Political Science,"This article reviews writings by economists and political scientists on the importance of  ideology in governmental decision making. We consider various problems in this research,","['SO7qgHYAAAAJ', '3nuovy0AAAAJ']",405
