,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Prêt à voter with re-encryption mixes,"['PYA Ryan', 'SA Schneider']",2006,… Symposium on Research in Computer Security,"In the booth, the voter makes her selection in the usual way by placing a cross in the right   They are given a ballot form which they take to the booth, mark and then cast in the ballot box.","['k2Uy_t4AAAAJ', 'RpVDhIoAAAAJ']",181
1,Publication,Secret-ballot receipts: True voter-verifiable elections,['D Chaum'],2004,IEEE security & privacy,"image of the ballot exactly as the voter saw it in the booth. ( ballots are included can, to  obscure the provisional/contested votes being adjudicated, omit a random selection of ballots that",[''],620
2,Publication,"Cash and ballots: Conditional transfers, political participation, and voting behavior","['E Conover', 'RA Zárate', 'A Camacho']",2020,… and Cultural Change,"station, but the voting booth where they cast their ballot is completely beyond their control.   of age at each booth. Using information from the System of Beneficiary Selection (SISBEN)","['_3eDIaEAAAAJ', '', 'le3B8qEAAAAJ']",12
3,Publication,Prime III: A user centered voting system,"['EV Cross', 'Y McMillian', 'P Gupta', 'P Williams']",2007,CHI'07 Extended …,"Using a headset with a microphone, he is able to make his selections by  his ballot, he listens  to a summary of his selections. He leaves the voting booth and places his printed ballot into","['CBtIpYYAAAAJ', '', '', '']",14
4,Publication,Receipt-free secret-ballot elections,"['J Benaloh', 'D Tuinstra']",1994,Proceedings of the twenty-sixth annual ACM …,Prior verifiable secret-ballot election protocols all suffer from a  deniability” offered by a voting  booth. This defect is embedded This paper presents the first verifiable secret-ballot election,"['', '']",854
5,Publication,The selection of judges and the short ballot,['AT Klots'],1954,J. Am. Jud. Soc.,We have here the actual ballot with which a voter in a typical district of Manhattan was  confronted last November when he entered his polling booth. You will see that twenty-six,[''],35
6,Publication,An Analysis of the Hart Intercivic DAU eSlate.,"['E Proebstel', 'S Riddle', 'F Hsu', 'J Cummins', 'F Oakley']",2007,EVT,"“BALLOT REJECTED” on the paper ballot, and a barcode indicating that the voter rejected  the set of ballot selections  So the next voter entering the booth will see the previous voter’s","['', 'YK6_ftMAAAAJ', '', '', '']",38
7,Publication,The effects of mandatory time limits in the voting booth on liberal‐conservative voting patterns,"['RO Hansson', 'JP Keating', 'C Terry']",1974,Journal of Applied Social …,"booth, his ballot partially completed. Almost every state in the union enforces such a time limit  (2-3 minutes) in the voting booth ( standard deviation were given selection priority with no","['', '', '']",40
8,Publication,Scantegrity II: End-to-end verifiability by voters of optical scan elections through confirmation codes,"['D Chaum', 'RT Carback', 'J Clark', 'A Essex']",2009,IEEE transactions on …,"election integrity— from their ballot selections all the way to the final  ballots outside the  polling booth, and that they do not have access to specialized equipment inside the polling booth","['', 'MMmq2jUAAAAJ', 'oQrvLjYAAAAJ', 'miGbuS4AAAAJ']",122
9,Publication,The technology of access: Allowing people of age to vote for themselves,['T Selker'],2007,McGeorge L. Rev.,", an elderly voter came out of a booth after voting and put his ballot into the scanner. A poll   in the voting booth leads to the question of who is actually deciding the ballot selections. As",['4n5ZBd0AAAAJ'],10
