,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Stable Voting,"['WH Holliday', 'E Pacuit']",2021,arXiv preprint arXiv:2108.00542,", a Condorcet-consistent variant of IRV known as Smith IRV (first restrict the profile to the Smith  set  is not actually zero, it is minuscule compared to the frequencies for IRV and Smith IRV.","['MApFn9wAAAAJ', 'oR62gFkAAAAJ']",0
1,Publication,GEnie Forth roundtable,['I Montanez'],1992,ACM SIGFORTH Newsletter,His present assignment is the application of state of the art computing techniques to the  voluminous amount of data generated by particle accelerator experiments. His affiliations,[''],0
2,Publication,A preliminary analysis of advance appropriations as a budgeting method for Navy ship procurements,"['I Blickstein', 'G Smith']",2002,NA,"The Navy shipbuilding program typically comprises a few individually very expensive projects,  together with an irregular schedule of new starts. Such a combination can lead to major","['', '']",7
3,Publication,Options for funding aircraft carriers,"['J Birkier', 'JF Schank', 'J Chiesa', 'G Smith', 'I Blickstein']",2002,NA,"For over 40 years, Congress has funded the construction of US Navy ships by appropriating  enough money to pay for the entire construction project in the initial year of construction.","['', '', '', '', '']",8
4,Publication,Electoral systems used around the world,['SF Shahandashti'],2016,"Real-world electronic voting: Design, analysis …","There are various methods to calculate the Condorcet winner if any, and otherwise  produce a plausible replacement winner. For instance, in the method known as Smith/IRV, the",['CZTajNQAAAAJ'],9
5,Publication,Effect of sampling frequency during storm period on estimation of pollutant load from paddy field,"['KH Han', 'JH Kim', 'JS Lee', 'JT Lee', 'JY Cho']",2005,Korean Journal of …,"In the same way, the effects of number of sampling data on estimation of pollution load using  runoff-mass load(LQ) method were investigated. LQ equation made of five times sampling","['', '', '', '', '']",7
6,Publication,Conversations with Lee Smith,['L Smith'],2001,NA,"I know and write down what they said and the way they expressed themselves and search  out people who could tell me a lot about the way things were and had been.” Her relatives,",[''],18
7,Publication,Acetaminophen-Induced Hepatotoxicity in Cultured NCTC-1469 Cell Line,['KE Lee'],1998,The Ewha Medical Journal,"Cell viability was examined by MITT method and cell necrosis was assessed by lactate   Efect ofacetaminophehon the cultured NCTC-1469 Cels, as meaSured by MTT method. Values",[''],0
8,Publication,"Social comparison, behavioral contagion, and the naturalistic study of social interaction",['L Wheeler'],1987,A distinctive approach to psychological research: The …,I arrived at Minnesota in the early summer of 1959 just after having graduated from Stanford.  1 Stanford had been a fortunate accident. I was born and reared in Texas and had intended,[''],5
9,Publication,Part of the Politics series,['V Points'],NA,NA,This counting method is used in the Slovenian parliamentary elections for 2 out of 90 seats.  [ It implies a voting procedure which satisfies the Condorcet criterion but is computationally,[''],0
10,Publication,The New Toughness Training for Sports: Mental Emotional Physical Conditioning from 1 World's Premier Sports Psychologis,['JE Loehr'],1995,NA,,[''],288
11,Publication,Leaverite News,['M Nelson'],NA,NA,,[''],0
