,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Dispute resolution in accessible voting systems: The design and use of audiotegrity,"['T Kaczmarek', 'J Wittrock', 'R Carback', 'A Florescu']",2013,… Conference on E-Voting …,In section 5 we describe the Audiotegrity protocol and its security properties. In section 6 we   with those of Audiotegrity. In section 7 we describe the use of Audiotegrity in Takoma Park in,"['', 'tYxNyhAAAAAJ', 'MMmq2jUAAAAJ', '']",10
1,Publication,Systems: The Design and Use of Audiotegrity,"['T Kaczmarek', 'J Wittrock', 'R Carback', 'A Florescu']",NA,NA,In section 5 we describe the Audiotegrity protocol and its security properties. In section 6 we   with those of Audiotegrity. In section 7 we describe the use of Audiotegrity in Takoma Park in,"['', 'tYxNyhAAAAAJ', 'MMmq2jUAAAAJ', '']",0
2,Publication,Audiotegrity Voting Protocol,"['R Carback', 'A Florescu', 'T Kaczmarek', 'J Rubio']",NA,NA,"Audiotegrity is an electronic E2E protocol and corresponding  Note that the Audiotegrity  research project is work in progress This motivated the development of Audiotegrity, which was","['MMmq2jUAAAAJ', '', '', '']",0
3,Publication,vvote: Verifiable electronic voting in practice,"['C Burton', 'C Culnane', 'S Schneider']",2016,IEEE Security & Privacy,Scantegrity has been adapted and trialed for remote voting (“Remotegrity”) as well as  voting for blind voters (“Audiotegrity”).This groundbreaking work demonstrated the feasibility of,"['ckj8xdYAAAAJ', 'HR4TBIoAAAAJ', 'RpVDhIoAAAAJ']",15
4,Publication,"E-Voting and Identity: 4th International Conference, Vote-ID 2013, Guildford, UK, July 17-19, 2013, Proceedings","['J Heather', 'S Schneider', 'V Teague']",2013,NA,"This book constitutes the thoroughly refereed conference proceedings of the 4th International  Conference on E-Voting and Identity, Vote ID 2013, held in Guildford, UK, during July 17-19","['pqxmVPUAAAAJ', 'RpVDhIoAAAAJ', '3CVS_xYAAAAJ']",1
5,Publication,Prêt à Voter providing everlasting privacy,"['P Ryan', 'D Demirel', 'M Henning']",2013,Lecture Notes in …,"[en] This paper shows how Prêt à Voter can be adjusted in order to provide everlasting privacy.  This is achieved by adapting the ballot generation and anonymisation process, such that","['k2Uy_t4AAAAJ', '', '']",0
6,Publication,Proceedings of Vote-ID 2013,"['JA Heather', 'SA Schneider', 'VJ Teague']",2013,NA,"This is the fourth edition of the International Conference on E-Voting and Identity (VoteID).  Previous VoteID conferences were held in Tallinn, Estonia (2011), Luxembourg (2009) and","['pqxmVPUAAAAJ', 'RpVDhIoAAAAJ', '3CVS_xYAAAAJ']",0
7,Publication,The Scantegrity voting system and its use in the Takoma Park elections,"['RT Carback', 'D Chaum', 'J Clark', 'A Essex']",2016,"… Design, Analysis and …","1 Additionally, this chapter describes the remote voting system Remotegrity and accessible  Scantegrity variant Audiotegrity, and their use in the 2011 Takoma Park election. We also","['MMmq2jUAAAAJ', '', 'oQrvLjYAAAAJ', 'miGbuS4AAAAJ']",3
8,Publication,E-Voting and Identity,"['J Heather', 'S Schneider', 'V Teague']",2013,NA,"This is the fourth edition of the International Conference on E-Voting and Identity (VoteID).  Previous VoteID conferences were held in Tallinn, Estonia (2011), Luxembourg (2009) and","['pqxmVPUAAAAJ', 'RpVDhIoAAAAJ', '3CVS_xYAAAAJ']",1
9,Publication,"From Error to Error: Why Voters Could not Cast a Ballot and Verify Their Vote With Helios,{Prêt}{à} Voter, and Scantegrity {II}","['CZ Acemyan', 'P Kortum', 'MD Byrne']",2015,USENIX Journal of …,"The aim of this paper is to identify user errors, and the related potential design deficiencies,  that contributed to participants failing to vote cast and vote verify across three end-to-end","['qDfqO9sAAAAJ', 'BD7BLDgAAAAJ', 'DalLJdYAAAAJ']",36
