,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Anglo Voting on Nativist Ballot Initiatives: The Partisan Impact of Spatial Proximity to the US‐Mexico Border*,"['R Branton', 'G Dillingham', 'J Dunaway']",2007,Social Science …,that this relationship is moderated by partisan affiliation. To develop this  partisan affiliation  and voting on Proposition 227 and 187. Despite the fact that ballot initiatives lack partisan,"['VTrpwZsAAAAJ', '', 'AzPHmwYAAAAJ']",80
1,Publication,Tearns without uniforms: the nonpartisan ballot in state and local elections,"['BF Schaffner', 'M Streb', 'G Wright']",2001,Political research quarterly,"Again, this analysis is supportive of hypothesis 2 indicating that the nonpartisan ballot  does remove a great deal of partisan structure to the vote in municipal elections.","['s13IQeUAAAAJ', '', '0RRWwcoAAAAJ']",404
2,Publication,Meddling in the Ballot Box: The Causes and Effects of Partisan Electoral Interventions,['DH Levin'],2020,NA,""" This book examines why partisan electoral interventions occur as well as their effects on  the election results in countries in which the great powers intervened. A new dataset shows",['a43cHmgAAAAJ'],9
3,Publication,The partisan consequences of nonpartisan elections and the changing nature of urban politics,"['S Welch', 'T Bledsoe']",1986,American Journal of Political Science,"In Table 2, we explore the link betw nonpartisan ballot and partisan leanings of council  members in a variety of kinds of cities. We find the link significant only under a few conditions.","['tzO8kqQAAAAJ', '']",56
4,Publication,"Partisan campaigns, ballots, and voting patterns: The case of Charlotte",['TS Arrington'],1978,Urban Affairs Quarterly,", to study the effects of ballot and campaign types. Charlotte  ballot in 1971, a partisan  campaign with a nonpartisan ballot  partisan as that of 1973, but there was also a partisan ballot",[''],26
5,Publication,From ballot to bench: Judicial elections and the quest for accountability,['PL Dubois'],2014,NA,"Concomitant with the rise of political parties, judicial elections were conducted on partisan  ballots along with the elections for other public officials. Candidates for judicial office were",[''],325
6,Publication,The insulation of local politics under the nonpartisan ballot,"['OP Williams', 'CR Adrian']",1959,American Political Science Review,"local partisan race within living memory.Obviously, the nonpartisan ballot does blunt partisan   As to the impartiality of the nonpartisan ballot, it appears from this study that in cities closely","['', '']",111
7,Publication,Ballot bedlam,['S Issacharoff'],2014,Duke LJ,"the partisan implications of turnout and focuses primarily on the partisan dimension of new  efforts at ballot  the partisan divide between Democrats and Republicans, the new battles over",['lrGGAlkAAAAJ'],46
8,Publication,Ballot information and voting decisions in judicial elections,"['D Klein', 'L Baum']",2001,Political Research Quarterly,"This study does not bear directly on the impact of partisan ballot information on candidate  choice, since Squireand Smith examined the effect of information about the appointing","['vUPAGr8AAAAJ', '']",173
9,Publication,"Alphabetic bias in partisan elections: Patterns of voting for the spanish senate, 1982 and 1986","['A Lijphart', 'RL Pintor']",1988,Electoral Studies,"of this bias in partisan elections. In primary  non-partisan general elections, there may be a  significant advantage to being listed on the top of the ballot, but when voting entails a partisan","['', '']",66
10,Publication,Party identification and vote choice in partisan and nonpartisan elections,"['CW Bonneau', 'DM Cann']",2015,Political Behavior,"nonpartisan ballot format in keeping partisan considerations  party identification in both  partisan and nonpartisan elections.  include a dummy variable for ballot format (1 = partisan, 0 =","['O0uB13MAAAAJ', 'gj9ivR0AAAAJ']",92
11,Publication,The impact of high-visibility contests for US State Court Judgeships: Partisan voting in nonpartisan elections,"['E Rock', 'L Baum']",2010,State Politics & Policy Quarterly,"elections in two steps, beginning with contests conducted under the partisan ballot. In those   partisan voting should be far lower than in judicial contests conducted with a partisan ballot.","['', '']",57
12,Publication,Ohio Judicial Elections--Nonpartisan Premises with Partisan Results,['KL Barber'],1971,Ohio St. LJ,nonpartisan judicial ballot from the partisan executive and legislative ballot would increase  the fall-off in voting which normally occurs even from top to bottom of the partisan ballot. Peak,[''],87
