,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
0,Publication,Primary prevention of hypertension: clinical and public health advisory from The National High Blood Pressure Education Program,"['PK Whelton', 'J He', 'LJ Appel', 'JA Cutler', 'S Havas']",2002,Jama,The National High Blood Pressure Education Program Coordinating Committee published  its first statement on the primary prevention of hypertension in 1993. This article updates the,"['CxzUP0YAAAAJ', 'huMMQbIAAAAJ', '9EpOV-8AAAAJ', '', '']",1872
1,Publication,Practice advisory on the appropriate use of NSAIDs in primary care,"['KY Ho', 'MS Cardosa', 'S Chaiamnuay']",2020,Journal of pain …,This paper is especially intended to guide primary care practitioners within Asia in the  a  practice advisory document to guide Asian PCPs in the appropriate use of NSAIDs in the primary,"['', '', '']",8
2,Publication,The Advisory Committee on Immunization Practices' Interim Recommendations for Additional Primary and Booster Doses of COVID-19 Vaccines—United …,"['S Mbaeyi', 'SE Oliver', 'JP Collins', 'M Godfrey']",2021,… and Mortality Weekly …,A recipient of an mRNA COVID-19 primary series who is in a risk group recommended to   the primary series. Additional information on groups recommended for an additional primary or,"['', '', '', '']",37
3,Publication,Spillover effects on treatment of adult depression in primary care after FDA advisory on risk of pediatric suicidality with SSRIs,"['RJ Valuck', 'AM Libby', 'HD Orton']",2007,American Journal of …,"Primary care physicians were writing a growing share of initial antidepressant prescriptions  before the advisory was issued (4.97% annual rate); after the advisory was issued, the rate","['', '', '']",120
4,Publication,… the Crisis of Diagnosis and Management of Migraine in Primary Care: A Summary of the American Headache Society Front Line Primary Care Advisory Board,"['MT Minen', 'MS Robbins', 'E Loder', 'S Nahas']",2020,Headache,"-Primary Care clinical settings as an organizational priority. As a first step, AHS commissioned  the creation of an advisory  On November 21, 2019, an advisory board consisting of health","['', 'OTtpF6gAAAAJ', '', '']",7
5,Publication,Draft report on the rapid assessment of primary and secondary schools conducted by the national education advisory board,"['S Chakanyuka', 'FAYK Chung', 'T Stevenson']",2009,NA,"We would like to acknowledge the assistance given to the National Education Advisory  Board by the European Union, which generously funded the Rapid Assessment of Primary and","['', '', '']",20
6,Publication,… in medical genetics and genomic medicine: recommendations of the United States secretary for health and human services advisory committee on heritable …,"['AR Kemper', 'TL Trotter', 'MA Lloyd-Puryear', 'P Kyler']",2010,Genetics in …,"to identify practical strategies to educate primary care physicians involved in maternal and   for primary care providers, and forming a learning collaborative to link primary care providers","['dcOLu-4AAAAJ', '', '', '']",47
7,Publication,Transforming Norwegian teacher education: The final report of the international advisory panel for primary and lower secondary teacher education,"['M Cochran-Smith', 'M Alexandersson', 'V Ellis', 'L Grudnoff']",2020,NA,Norway’s reform of teacher education for primary and lower secondary (PLS) schools is  internationally distinctive and remarkably ambitious. The reform is based on high expectations,"['hyYTra8AAAAJ', '', '', 'mjv_vtEAAAAJ']",6
8,Publication,Primary immunodeficiency diseases in Latin America: proceedings of the second Latin American Society for immunodeficiencies (LASID) Advisory Board,"['LE Leiva', 'L Bezrodnik', 'M Oleastro']",2011,Allergologia et …,Early diagnosis and appropriate therapy are essential for the best prognosis and quality of  life in patients with primary immunodeficiency diseases (PIDDs). Experts from several Latin,"['', '', '']",33
9,Publication,Primary prevention with metoprolol in patients with hypertension: mortality results from the MAPHY study,"['', 'SH Taylor', 'CG Wathen', 'Advisory Committee']",1988,Jama,The present study of primary prevention in white men aged 40 to 64 years attempts to  investigate whether a β-blocker given as initial antihypertensive treatment would lower total,"['', '', '', '']",537
